,PCA Score,Pn,Title,Abstract,Date,Applicant,Inventor,IPC
193,0.021457664110259775,WO2017119166A1,"SOLID-STATE IMAGE PICKUP ELEMENT, METHOD FOR DRIVING SOLID-STATE IMAGE PICKUP ELEMENT, AND ELECTRONIC APPARATUS","In a pixel configuration of the present invention, said pixel configuration having a transfer transistor that transfers charges from a photoelectric conversion element to a charge accumulating section, and a reset transistor that resets the charge accumulating section, each of the transfer transistor and the reset transistor has a multi-gate structure having a plurality of gates. Alternatively, in a pixel configuration having the transfer transistor that transfers the charges from the photoelectric conversion element to the charge accumulating section, and a selection transistor that selectively outputs a pixel signal based on the charges of the charge accumulating section, each of the transfer transistor and the selection transistor has a multi-gate structure having a plurality of gates.",20170713,SONY CORP [JP],IZUHA KYOKO [JP],H04N   5/   353            A I;H01L  27/    14            A I;H01L  27/   146            A I;H04N   5/   341            A I;H04N   5/   374            A I;H04N   5/   378            A I
67,0.021219622198725717,WO2015050765A1,SUB-CALIBER SHAPED CHARGE PERFORATOR,"A shaped charge for use in perforating a wellbore that includes a shaped charge case, a liner in the case, and explosive between the liner and case. Detonating the explosive inverts the liner to form a metal jet that forms a perforation in a side wall of the wellbore. The outer diameter of the liner open end is set radially inward from the inner diameter of the case opening to define an annular gap. Providing a gap between the liner and case allows more control of distribution of material of the liner into the jet.",20150409,BAKER HUGHES INC [US],WHITE RYAN S [US],E21B  43/    11            A I;E21B  43/   116            A I
171,0.02056809104001471,WO2017120231A1,ELASTIC SECURING APPARATUS AND MOUNTING SYSTEM FOR ELECTRONIC DEVICE,"A two-part mounting system for easier and more secure transport of a mobile phone or other hand-held electronic device comprising a handle and complementary receiving mount. More specifically, the handle is comprised of a base, a flexible strap, and an adhesive backer, and the complementary mount is dome-shaped and comprised of a rounded top, a slot for receiving the flexible strap, and a bottom for receiving the base. The handle and complementary mount physically interlock by virtue of the shape of the base and receiving mount and the tension of the flexible strap around the complementary mount. The two-part mounting system can then securely attach the electronic device to an additional fixed or mobile mount.",20170713,JOHNNY RHYMES WITH CONNIE LLC [US],MURPHY JOHN A [US],H04B   1/  3877            A I;A45F   5/    00            A I;A45F   5/    02            A I;A45F   5/    10            A I;F16M  13/    00            A I;F16M  13/    04            A I
160,0.020237032115668116,WO2017120118A1,HELMET WITH BOUNDARY NUB AND ELASTOMER RETAINERS,"A protective helmet for rotational energy management may include an outer protective shell including an outer surface and an inner surface, a portion of which may be spherically shaped. An inner protective shell may be disposed within the outer protective shell and include a spherically shaped outer surface oriented towards the inner surface of the outer protective shell. A surface area of the outer surface of the inner protective shell may be less than a surface area of the inner surface of the outer protective shell. A first elastomer member may extend through a first channel through the outer protective shell and the inner protective shell. A boundary nub may include a spherical shape and be integrally formed with the inner protective shell at a front lower edge of the inner protective shell.",20170713,BELL SPORTS INC [US],ALLEN SCOTT R [US],A42B   3/    04            A I
184,0.02013599246835606,WO2017119734A1,AIR INTAKE HOSE,"In order to achieve the objective, the present invention provides an air intake hose, which has an engine connection part connected to an engine, an air cleaner connection part connected to an air cleaner, and a bellows part for connecting the engine connection part and the air cleaner connection part, and provides separate seal cap parts, which are respectively assembled to both ends of the hose such that the engine and the air cleaner are coupled to the engine connection part and the air cleaner connection part, and thus the engine connection part, the bellows part and the air cleaner connection part are formed from a single material. In the present invention configured and operated as above, the seal cap parts are separately formed and assembled to both ends of the air intake hose so as to endure high-temperature heat, such that when the engine connection part, the bellows part and the air cleaner connection part are manufactured, the single material is used, and thus an increase, in the thickness of both ends of the hose, caused by drilling performed for machining a perfect circle, can be minimized and blow molding is enabled using a single extruder without using an expensive dual extruder, thereby reducing manufacturing costs.",20170713,DMC INC [KR],KIM SUNG SOOL [KR],F02M  35/    10            A I;B29C  45/    00            A I;F16B   2/    08            A I;F16L   9/    12            A I;F16L  33/    08            A I
121,0.020030501060281647,WO9519832A1,CYLINDRICAL AIR FILTER WITH RADIALLY DIRECTED SEAL AND METHOD OF MANUFACTURING A HOUSING FOR SAME,"An air filter has a tubular metal housing with an air inlet and a plastic end cap (22) affixed to one end of the housing. The opposite end of the housing is enclosed by a removable cover (50). The plastic end cap (22) has an integral cylindrical air outlet with a portion thereof extending into the tubular housing. A generally cylindrical air filter element includes an inner liner, an outer liner, filter media captured therebetween, a closed end and an open end. The open end of the filter element has an end cap formed of an elastomeric material with an opening defined by a generally cylindrical radially inward-facing surface. The diameter of the opening is smaller than the outside diameter of the opening of that portion of the outlet member of the end cap that extends into the housing. The filter element is mounted on that portion of the outlet member extending into the tubular housing and the elastomeric material provides a seal.",19950727,DONALDSON CO INC [US],COULONVAUX PAUL R,B01D  46/    00            A I;B01D  46/    24            A I;F02M  35/   024            A I
43,0.01998315748384949,WO2014154386A1,GRINDING WHEEL AND METHOD OF REINFORCING THE SAME,"The invention relates to a grinding wheel (1), preferably for grinding gears. By means of at least one plastic that is poured in, both a ring (2a) lining the bore (2) and the reinforcing layer (2b) are formed in the grinding wheel pores. The plastic that is poured in preferably consists of a potting compound, used in the raw state, made of a 2-component polyurethane system. In order to produce the reinforcement, the grinding wheel (1) is set rotating and, at the same time, a specific quantity of potting compound is poured into the bore (2). An increase in the explosion speed during operation of the grinding wheel (1) is made possible thereby.",20141002,REISHAUER AG [CH],HÄNNI FLORIAN [CH],B24D   5/    04            A I;B24D   3/    34            A I;B24D  18/    00            A I
186,0.019282514791282478,WO2017119862A1,"""LAS-3"" EXPANDABLE VERTEBRAL BODY REPLACEMENT AND METHOD OF IMPLANTING SAME","The group of inventions relates to medicine and can be used in neurosurgery in the treatment of spinal disorders and injuries. The present vertebral body replacement is comprised of a central hollow rod with a thread which runs in opposite directions from the middle of the rod, onto which half bodies are screwed, said half-bodies being provided with teeth on their outside ends and L-shaped half-plates with paired screw holes. The half-bodies are provided with lateral radial through holes of equal diameter, which are arranged in tiers. Ports are provided in the hollow-bodies, below the L-shaped half-plates. Bridges between the ports and the outside faces of the half-bodies are flat and have a minimum possible thickness in their central regions. Once a vertebral body replacement has been positioned between adjacent vertebrae, the sagittal profile of the operated vertebral segment is overcorrected and the requisite additional amount of filler is added to the cavity thus formed in the vertebral body replacement until said cavity is completely filled, whereupon the filler is compacted. The half-bodies of the vertebral body replacement are secured by forcibly bending the thin bridges into grooves in the rod. The group of inventions provides that the cavity of a vertebral body replacement is completely filled with filler, that a bone block is formed which provides adequate support, and that the half-bodies are secured firmly relative to the rod.",20170713,NEHLOPOCHIN ALEKSEY SERGEEVICH [UA],NEHLOPOCHIN ALEKSEY SERGEEVICH [UA],A61F   2/    44            A I
94,0.019123086956040324,WO2011031817A2,ENERGETIC MATERIAL APPLICATIONS IN SHAPED CHARGES FOR PERFORATION OPERATIONS,"A shaped charge includes a cup-shaped casing defining an interior volume; a liner located within the interior volume; an explosive disposed between the liner and the casing; and a reactive material disposed between the liner and the casing. A method for generating a dynamic overbalance inside a wellbore includes disposing a perforation gun in the wellbore; and detonating a shaped charge in the perforation gun, wherein the shaped charge includes a cup-shaped casing defining an interior volume, a liner located within the interior volume, an explosive disposed between the liner and the casing, and a reactive material disposed between the liner and the casing.",20110317,SCHLUMBERGER CA LTD [CA],YANG WENBO [US],E21B  43/   116            A I;E21B  43/   117            A I;F42B   1/    02            A I
141,0.018863776721770302,WO9834742A1,IMPROVED MEANS AND METHOD FOR LINING UNDERGROUND PIPES USING A SPIRALLY WOUND PLASTIC STRIP,"The invention provides an improved means and method for lining underground pipes utilising an oval shaped winding head or cage (11) comprised of an annulus of spacially located roller (16) located at the base of a manhole (12) which provides access to the pipe to be lined, wherein the annulus has an inner circumference which approximately equals the inner circumference of the pipe to be lined. A resilient plastic strip (15) is fed into the winding head (11) so as to form a helically wound liner tube (14) which exits from the winding head having a non-circular shape. The wound liner tube is advanced towards the open leading end of the pipe and is allowed to transform to a generally circular shape prior to its entry into the pipe, with the diameter of the circular pipe being apploximately equal to the inner diameter of the pipe to be lined.",19980813,RIB LOC AUSTRALIA [AU],MENZEL STANLEY WILLIAM OTTO [AU],F16L  55/    16            A I;B29C  53/    58            A I;B29C  53/    72            A I;B29C  63/    34            A I;E03F   3/    06            A I;F16L   1/   038            A I
93,0.01866194324269045,WO2011049678A2,DISSOLVABLE MATERIAL APPLICATION IN PERFORATING,"A shaped charge includes a charge case; a liner; an explosive retained between the charge case and the liner; and a primer core disposed in a hole in the charge case and in contact with the explosive, wherein at least one of the case, the liner, the primer core, and the explosive comprising a material soluble in a selected fluid. A perforation system includes a perforation gun, comprising a gun housing that includes a safety valve or a firing valve, wherein the safety valve or the firing valve comprises a material soluble in a selected fluid.",20110428,SCHLUMBERGER CA LTD [CA],MARYA MANUEL [US],E21B  43/   117            A I;E21B  43/    11            A I
17,0.01767057680391917,WO2016079842A1,ARMOR AND VEHICLE,The purpose of the present invention is to deflect a blast by an explosive device while absorbing explosion energy and to enhance durability. This armor (4) is installed under the bottom surface (2a) of a vehicle (1) and is provided with: a bottom plate (5) shaped such that a center portion thereof projects downwardly; and a porous metal member (6) arranged on the upper side of the bottom plate 5.,20160526,MITSUBISHI HEAVY IND LTD [JP],SUMI DAISHI [JP],F41H   7/    04            A I;F41H   5/    04            A I
153,0.017045711601980196,WO2017119892A1,PLASTIC BAG HOLDER,"A shaped elongate strap enables a plastic grocery bag to be used for trash disposal in a vehicle. It has a shaped headrest post gripping top portion at one end and a shaped grocery bag handle gripping portion at the other. The top portion encircles both headrest posts, allowing the strap to drape over the shoulder of the seat so that the bag gripping portion hangs between the seats. The bag gripping portion comprises two spaced-apart hook parts for the bag handles.",20170713,NOLAN VERNON [US],NOLAN VERNON [US],B60R   7/    04            A I
111,0.017001207618532334,WO2007076526A2,RETORTABLE PACKAGE WITH PLASTIC CLOSURE CAP,Retortable packages including plastic closure caps are disclosed. The closure cap includes an end panel and a liner applied to the end panel. The finish contacting surface of the liner has a profile that is generally arc-shaped or torroidal-like prior to contact with the finish .,20070705,SILGAN WHITE CAP AMERICAS LLC [US],KRAS STEPHEN [US],B65D  41/    04            A I;B65D  41/    34            A I;B65D  51/    14            A I;B65D  51/    18            A I
25,0.016474159600782627,WO2015147272A1,EXHAUST VALVE STEM FOR INTERNAL COMBUSTION ENGINE AND METHOD FOR MANUFACTURING SAME,"Provided are a method in which a high-temperature-resistant, corrosion-resistant metal layer can be simply and quickly joined to a flame contact surface of an exhaust valve stem for an internal combustion engine and an exhaust valve stem obtained by this method. Provided is an exhaust valve stem for an internal combustion engine made from heat resistant steel as a base material, the stem being characterized in that a plate of a first high-temperature-resistant, corrosion-resistant alloy that contains nickel and chromium is pressure-bonded to a flame contact surface comprising the base material of the exhaust valve stem, forming a wave-shaped bonding interface, and a second high-temperature-resistant, corrosion-resistant alloy containing nickel and chromium is buildup-welded on the central part of the flame contact surface. Also provided is a method for manufacturing the exhaust valve stem by explosion welding.",20151001,ASAHI KASEI CHEMICALS CORP [JP],HIDA EIJI [JP],F01L   3/    02            A I;B23K  20/    08            A I;C22C  19/    05            A I;C22C  27/    06            A I;B23K   9/    04            A N;C22C  38/    00            A N;C22C  38/    58            A N
162,0.015899292174982423,WO2017119465A1,METHOD FOR MANUFACTURING FIBER-REINFORCED RESIN MOLDING,"A method for manufacturing a fiber-reinforced resin molding by clamping a molding material comprising reinforcing fibers and a thermoplastic resin as matrix in a molding die with an upper die and a lower die and pressing the same, the manufacturing method being characterized in that: the molding material that is heated and in a plastic state is disposed between the upper die and the lower die; clamping is initiated; a force roughly in the clamping direction is made to act on a certain region of the molding material to start deforming the molding material roughly in the clamping direction; then a force roughly in the clamping direction is made to act on a fixing region, which is at least a portion of the area near the outer edge of the molding material but differs from the aforementioned certain region, to press and fix the fixing region; and then clamping is completed and a fiber-reinforced resin molding with an edge section is obtained.",20170713,TEIJIN LTD [JP],YOKOMIZO HODAKA [JP],B29C  43/    32            A I;B29C  43/    02            A I;B29C  43/    36            A I;B29K 101/    12            A N
13,0.015632629297650847,WO2016110033A1,DEEP-WELL HIGH-STRESS COAL ROCK STEPPED DRUM,"Disclosed is a deep-well high-stress coal rock stepped drum, comprising a rear cylinder hub (1), a front cylinder hub (2), a spiral blade (3), an end plate (4), nozzles (5) and pick-shaped cutters (6). The end plate (4) is arranged at the joint of the rear cylinder hub (1) and the front cylinder hub (2), the spiral blade (3) connected to the end plate (4) is arranged on the rear cylinder hub (1), a plurality of pick-shaped cutters (6) and nozzles (5) are distributed on the outer edge of the spiral blade (3) and the end plate (4) at intervals, and the pick-shaped cutters (6) in spiral arrangement are fixed on the front cylinder hub (2); and the end plate (4) is provided with an annular water delivery channel (4-5), and is provided with a nozzle water delivery channel (4-3), a wheel hub water delivery channel (4-4) and an end plate blade water delivery channel (4-6) which are in communication with the annular water delivery channel (4-5). With the drum, the mechanical mining problem of deep-well high-stress coal rock is solved, and deep-well high-stress coal rock cutting efficiency is increased in the case that explosion-proof motor power is not greatly increased. The structure uses an explosion-proof motor drive, such that underground explosion-proof requirements can be satisfied, and the shearer drum has a simple and compact structure.",20160714,UNIV CHINA MINING [CN],LIU SONGYONG [CN],E21C  25/    10            A I;E21C  35/   187            A I
72,0.01556466911705535,WO2014198258A1,DEVICE AND METHOD FOR NEUTRALIZING WEAPONS,"The invention relates to a device (100) for neutralizing weapons by controlled detonation in the region of the bottom of a body of water (122), having at least one neutralizing charge accommodated in a cap-shaped holder. According to the invention, the holder (102) can be detachably connected to a base frame (10), and a detachable radio communication buoy (86) is assigned to the base frame (10) or to the holder (102), wherein the buoyancy force of the device (100) is always less than the weight force of the device (100) in order to ensure sufficient stability of the device (100) on the bottom of the body of water (122). The design of the base frame (10) according to the invention ensures high stability of the device (100), even with unfavorable flow conditions in the region of the bottom of the body of water (122). Owing to the fact that the ballast weight (94) can be introduced into the ground frame (10), preferably post hoc, the components to be handled, in particular the base frame (100), prior to use of the device (100) have a comparatively small mass.",20141218,ATLAS ELEKTRONIK GMBH [DE],HESSE SVEN-CHRISTIAN [DE],B63G   7/    02            A I
105,0.015258755605350853,WO2017014625A1,AN ACETABULAR LINER INSERTION,"A combination of an acetabular liner, that is to be impacted into a shell implanted in the acetabulum using an impactor tool, and an acetabular liner insertion aid releasably mounted on said liner. The liner has a dome shaped liner body, e.g. a ceramic material liner body, with an outer surface, an inner surface defining a cavity which an opening into which a head of the impactor tool is insertable, and a planar upper surface. The insertion aid is a monolithic ring of elastic plastic material having an annular ring body, e.g. made of POM.",20170126,HENKUS HANS ERIK [NL],HENKUS HANS ERIK [NL],A61F   2/    34            A I;A61F   2/    46            A I;A61F   2/    30            A N
100,0.015246437421573505,WO2010131992A1,CARBON-BEARING NSP3 NANOPARTICLE AND A METHOD FOR THE PRODUCTION THEREOF,"The invention relates to nanotechnology. The carbon-bearing nanoparticle consists of a cubical carbon monocrystal nucleus, the size of which is equal to or less than 4 nm, and a monocrystalline carbon shell having an SP3 structure and a thickness ranging from 0.19 to 0.2 nm. The method for producing carbon-bearing NSP3 nanoparticles involves exploding a charge of blasting material having a negative oxygen balance. The charge is preliminary surrounded by ice with a temperature less than minus 25°C. The ratio of the mass of the ice to the mass of the explosive charge is of 1:4-6. The suspension of carbon-bearing nanoparticles produced as a result of explosion is chemically purified. The thus produced suspension is disaggregated by being repeatedly frozen to a temperature lower than the liquid hydrogen boiling point. Once the suspension has been disaggregated, it is exposed to the action of ultrasonic waves with a frequency of 18-27 Hz for 5-18 minutes. The blasting material consists of a trinitrotoluene and cyclonite mixture and is in the form a cylinder-shaped plastic mixture with a ratio of the cylinder diameter to the height thereof of 1:6. The method for chemically purifying the suspension involves removing metal impurities from the suspension by heating it for 5-7 hours in a 10-25% nitric acid solution.",20101118,OBSHCHESTVO S OGRANICHENNOY OT [RU],STAVRI YANEV STAVREV [BG],C01B  31/    06            A I;B01J   3/    06            A I;B82B   1/    00            A I;B82B   3/    00            A I;A61P  35/    00            A N
5,0.014915232497857903,WO2017068568A1,REACTIVE ARMOR,"Reactive armour comprises an explosive reactive armour module comprising a first triggering screen and an explosive layer; and at least one explosive module placed in proximity to the reactive armour module and connected to said first triggering screen for detonation. The reactive armour module may have shaped charges to produce a shaped wavefront, and the triggering screen may be divided into at least two triggering parts, each part triggered by a different approach angle of an incoming projectile and each part configured to initiate an explosion in a different part of the reactive armour module or in a different explosive module if provided.",20170427,COHEN DAVID [IL],COHEN DAVID [IL],F41H   5/   007            A I;F41H   5/    04            A I;F41H   7/    04            A I
95,0.01475980748011466,WO2011031813A2,SCINTERED POWDER METAL SHAPED CHARGES,"A shaped charge includes a casing defining an interior volume, wherein the casing is prepared by sintering a metal powder or a mixture of metal powders; a liner located in the interior volume; and an explosive between the liner and the casing. A method for manufacturing a shaped charge casing includes the steps of mixing a metal powder or a metal powder mixture with a binder to form a pre-mix; pressing the pre-mix in a mold to form a casing green body; heating the casing green body to a first temperature to vaporize the binder; raising the temperature to a second temperature in an inert or reducing atmosphere to sinter the metal powder or the metal powder mixture to produce the shaped charge casing.",20110317,SCHLUMBERGER CA LTD [CA],KING ALLAN W [US],
120,0.013371792195052006,WO9821114A1,PRIZE-HOLDING BOTTLE CLOSURE,"A removable inner compartment promotional closure (10) includes a plastic closure cap (14) having a circular top wall portion and a depending annular skirt portion depending from the top wall portion. A circular, resilient liner (36) is positioned in the cap, and has a retaining element (106) extending therefrom. A removable compartment member (12) is positioned in the closure cap in engagement with the retaining element. The compartment defines an interior compartment adapted to receive promotional indicia, such as a promotional game piece, therein. The compartment is adapted to release from the cap after the cap is removed from the container. A sealed cover element (58) may be positioned to extend over and close the compartment member, to isolate the compartment from the contents of the container. The promotional closure is used in conjunction with a simulated promotional closure, which is configured to be indistinguishable from the promotional closure cap. A promotional gaming system includes a plurality of the simulated promotion containing closures and the promotional closures provided on respective containers. Purchasers of the soft drink with the promotional closure will be instantly rewarded upon opening the container and compartment by receiving the promotional piece, ""on-the-spot"". Purchasers of the soft drink with the simulated promotional closure may be consoled by indicia, such as ""please try again"" appearing in the simulated promotional closure.",19980522,ALCOA CLOSURE SYSTEMS INT INC [US],BOEHM TED W [US],B65D  51/    28            A I
54,0.013014286845391273,WO2016197565A1,SECONDARY ELECTROCHEMICAL BATTERY SEALING BODY WITH CHARGE INDICATING LAMP,"Disclosed is a secondary electrochemical battery sealing body with a charge indicating lamp. The secondary electrochemical battery sealing body comprises: a cathode cap, a circuit board module and an insulating gasket. The cathode cap is located on the outermost side of the battery sealing body. The circuit board module is located on the inner side of the cathode cap and is connected to the cathode cap via a connecting member. The charge indicating lamp is arranged on the circuit board module at the position corresponding to an edge of the cathode cap. The part where the cathode cap is connected to the circuit board module is of a ""C""-shaped annular structure. That is to say, a notch is formed in the edge of the cathode cap. The notch serves as a light-pervious port of the charge indicating lamp. The notch has a certain height which does not exceed the height of the cathode cap, and the position of the notch corresponds to the position of the charge indicating lamp on the circuit board module. The insulating gasket is a flexible and elastic annular insulating cushion layer, and is arranged in a gap between a battery housing, the circuit board module and the cathode cap. The insulating gasket further completely covers the light-pervious port of the charge indicating lamp to seal the cathode cap, the battery housing and the circuit board module, and the insulating gasket is made of a transparent light-transmitting material.",20161215,FUJIAN NANPING NANFU BATTERY [CN],CHANG HAITAO [CN],H01M   2/    30            A I
68,0.012254251890466474,WO2015009313A1,HYBRID BIG HOLE LINER,"A shaped-charge liner for a shaped-charge assembly is provided. The shaped-charge assembly includes a housing, a single liner, and explosive material between the housing and the liner. The single liner includes an apex portion constructed from a first material and a skirt portion made from a second material that is different than the first material.",20150122,HALLIBURTON ENERGY SERV INC [US],WALKER JERRY LEROY [US],E21B  43/   116            A I;E21B  17/    01            A I
106,0.011743552520271223,WO2015127005A1,GAS-TIGHT PHARMACEUTICAL BOTTLE CLOSURE,"A gas-tight pharmaceutical container includes a pharmaceutical bottle defining a main enclosure and an upper neck forming a top opening. The upper neck includes an upper rim forming a planar engagement surface. A screw-on closure cap seals the top opening, and includes a circular top member and a circumferential flange. In one embodiment, the closure cap is metal and includes an annular pliable gasket secured to a peripheral portion thereof and a layer of lacquer applied interiorly of the gasket. In another embodiment, the closure cap is plastic and includes a circular inner liner formed by a base layer, a foil layer adjacent to the base layer, and an annular pliable gasket secured to the foil layer. With either embodiment, threaded engagement of the screw-on closure cap with the pharmaceutical bottle under pressure causes the pliable gasket to sealingly engage the upper rim to provide a gas-tight seal.",20150827,LLOYD WILLIAM EUGENE [US],LLOYD WILLIAM EUGENE [US],B65D  53/    02            A I;A61J   1/    00            A I;B65D  41/    04            A I
151,0.01171882385215932,WO2017120562A2,"DONNABLE BARRIER DEVICES, SYSTEMS, AND METHODS WITH TOUCHLESS CONTROL","A barrier system, device, and method protects medical professionals and patients from exposure to contaminants and bodily fluids. The system includes a head unit (e.g., 708) shaped to be worn over the head of the wearer; a hood (e.g., 704) positioned over the head unit; one or more sensors (e.g., 1902) configured to produce one or more sensor-output signals; and a controller (e.g., 1904) connected to the one or more sensors and configured to produce one or more controller-output signals based on the one or more sensor-output signals. Further, a device inside a barrier system is controlled by (a) sensing one or more characteristics; (b) producing one or more sensor signals based on the sensed one or more characteristics; (c) converting and/or processing the one or more sensor signals to produce one or more controller-output signals; and (d) controlling the device based on the one or more controller-output signals.",20170713,THI TOTAL HEALTHCARE INNOVATION GMBH [AT],ROSATI GIORGIO [IT],A41D  13/    11            A I;A41D   1/    00            A I
30,0.011344516338671121,WO2014184403A1,SAFETY CABINET FOR FILLING CYLINDERS WITH PRESSURISED GAS,"The invention relates to a cabinet for filling cylinders, in which gases are released through a screen formed by overlapping V- and/or U-shaped profile sections, said screen blocking cylinder fragments. Screens are provided on the opposing symmetrical cabinet faces, in order to compensate for the forces exerted by the gas throughout the cabinet. Another system is used for the asymmetrical faces, based on a parallel wall provided on the external part of an opening, such that said wall diverts gas leaving the cabinet in opposing directions, thereby compensating for forces and blocking fragments. Another improvement lies in the provision of a flap on the inner part of the door, so that, in the event of an explosion inside the cabinet, the flap abuts against the structure of the cabinet, such as the door frame, reducing tension on the hinges.",20141120,ARDENTIA MARINE SL [ES],PRAT BLANCO JOSE MANUEL [ES],F17C  13/    12            A I;F17C   5/    06            A I
166,0.011322577856346654,WO2017119215A1,COMPOSITE ANTENNA AND ELECTRONIC APPARATUS,"A composite antenna (101) is provided with: a first coil antenna (L1) having a first coil conductor (10); and a second coil antenna (L2) having a second coil conductor (20) and a second loop-shaped adjustment conductor (21). The first coil conductor (10) is wound clockwise, and the second coil conductor (20) is wound counterclockwise. The second loop-shaped auxiliary conductor (21) is wound in the direction reverse to the winding direction of the second coil conductor (20). A first end of the second loop-shaped auxiliary conductor (21) is connected to a first end of the second coil conductor (20). The second coil conductor (20) is disposed in a coil opening of the first coil conductor (10). The second loop-shaped auxiliary conductor (21) is disposed in the coil opening of the first coil conductor (10), said second loop-shaped auxiliary conductor being disposed outside of a region where the second coil conductor (20) is formed. The inductance of the second loop-shaped auxiliary conductor (21) is smaller than that of the second coil conductor (20).",20170713,MURATA MANUFACTURING CO [JP],OZAWA MASAHIRO [JP],H01Q   1/    52            A I;H01F  17/    04            A I;H01F  38/    14            A I;H01Q   1/    24            A I;H01Q   7/    00            A I;H02J  50/    10            A I;H04B   5/    02            A I
48,0.01070597026184303,WO2015049411A1,MUNITION,"A munition (1 ) to be exploded in air at a position above an intended target, the munition comprising: - an explosive (2) comprising an amount of explosive material, - a matrix of fragmentation material (3) for causing fragmentation effect to the target, - a body part (4) to support and hold the parts of the munition (1 ) together until detonated, - a detonator (5) for detonating the munition at the given time or position, - the munition (1 ) comprises a layered structure so that the body part (4) has a convex shaped support element (40) facing the explosive (2), the explosive (2) is formed to a shape corresponding the convex shape of the body part (4) and the matrix of fragmentation material (3) is arranged in a convex shape corresponding the shape of the explosive (2), the detonator (5) is positioned at the apex (20) of the explosive (2), wherein the layered structure is designed to cause, when detonated, a directional explosion cone (12) of the fragmentation material (3) in order to form a delimited distribution pattern (100) of the fragmentation material (3) over the target area.",20150409,LEIJONA INST TI OY [FI],KALLIALA JUHO [FI],F42B  12/    20            A I;F42B  12/    22            A I;F42B  12/    58            A I
42,0.010597096602801047,WO2014024509A1,EXPLOSION-PROOF VALVE AND MANUFACTURING METHOD THEREFOR,"Provided is an explosion-proof valve which allows problems of poor valve molding and valve detachment to be suppressed/eliminated even when the explosion-proof valve is molded with a two-part mold. To accomplish this objective, this explosion-proof valve, which is to be attached to a hole section of a pressure container from the outside of the pressure container and opened when the internal pressure of the pressure container has exceeded a predetermined value so as to release the pressure, has an integral body composed of: a cylindrical section to be inserted into the hole section; an outer flange section which is provided at one end of the cylindrical section and engages with an opening edge part of the hole section on the outside of the container; a locking protrusion which is provided at the other end of the cylindrical section and engages with an opening edge part of the hole section on the inside of the container; and a membrane section which is provided on the inner peripheral side of the cylindrical section and bursts as a pressure is applied thereto when the valve is opened. The explosion-proof valve is shaped such that the outer diameter of the outer flange section is smaller than the outer diameter of the locking protrusion.",20140213,NOK CORP [JP],TAKESHITA SHUJI [JP],H01G   9/    12            A I;H01G  13/    00            A I;H01M   2/    12            A I
139,0.010177090825093858,WO9630159A1,"A METHOD OF MANUFACTURING A CYLINDER LINER FOR A PISTON ENGINE, AND A CYLINDER LINER","A cylinder liner (1) for a piston engine, such as a large two-stroke crosshead engine, has a running surface for the piston rings on the inner surface (7) of the liner. The cylinder liner has an internal diameter in the interval from 25 cm to 100 cm and a length in the interval from 100 cm to 400 cm. The running surface is established first by cutting a wave pattern having a difference in levels (h) between the wave crests and troughs of at least 0.005 mm into the inner surface with at least one cutting tool having a curved cutting edge. Then the wave crests are removed, without using honing, by plastic compression of at least 0.004 mm of their height into said substantially plane areas (18), so that the bottom of the wave troughs (17) after the compression is at a level at least 0.001 mm lower than these areas. In longitudinal section the inner surface (7) of the finished liner (1) has a partially wave-shaped surface in which the wave troughs (17) are separated by substantially plane areas (18).",19961003,MAN B & W DIESEL GMBH [DK],BRANDT PETER ALLAN,B23B  41/    12            A I;B23P   9/    00            A I;B23P   9/    02            A I;B23P   9/    04            A I;B23P  15/    00            A I;B24B  39/    02            A I;F02F   1/    00            A I;F02F   1/    20            A I;F16J  10/    04            A I;F02B   3/    06            A N;F02B  75/    02            A N
28,0.00998048949518536,WO2015062161A1,BARRIER AND EXPLOSION-PROOF COMPOSITE MATERIAL AND MANUFACTURING PROCESS THEREFOR,"Provided is a barrier and explosion-proof composite material, used as a filler material inside a reservoir for a flammable and explosive liquid or gas, made by winding engineering plastic filaments and having a honeycomb porous structure. The manufacturing process therefor consists in: drawing the engineering plastic into filaments, then performing a electrostatic metal spraying on the plastic filaments so as to attach a metal layer on the surfaces of the plastic filaments, weaving the plastic filament coated by the electrostatic metal spraying into a net, then taking up the net of engineering plastic filaments, further slitting and shaping the folded net-like barrier and explosion-proof composite material, and forming the explosion barrier composite material according to the shape of the vessel. The barrier and explosion-proof composite material has the advantages such as a low cost and a good resistance to acid and alkali corrosion, and is easy to manufacture and process etc.",20150507,DING ZUOJUN [CN],,B65D  90/    22            A I;F17C  13/    00            A I
