,Frequency,Pnumber,Abstract
85,3.65545461743301e-23,WO2014144156A1,"Disclosed is an offset rotational non-reciprocating-piston internal combustion engine (100) in which an outer ring (102) rotates on a one axis and an inner disk (106) rotates on a second offset axis. Pistons are connected to the outer ring, while cylinders (108, 112) and other devices for operating the engine are mounted within an inner disk that rotates on a second axis that is offset from the axis of the outer ring. The inner disk and outer ring rotate together, such that the pistons create conditions of compression and explosive expansion within the cylinders without vibrating reciprocal piston motion. A unique fuel injection system is also disclosed that provides a variable fuel pressure that is created by centrifugal forces on the fuel. Because of the rotating inner disk and outer ring, advantages are taken of centrifugal force and gravity to distribute fuel, air, oil, high-voltage current, and cooling air in the engine."
86,3.65545461743301e-23,WO2014132487A1,"Provided is an explosives detection device capable of maintaining high availability even in environment with many contaminants. Multiple trapping, heating, and gasifying filters (2) for collecting, heating, and gasifying particles are prepared in advance for this device, and the device has a means for sequentially replacing and changing the filter being used. Moreover, a preheating unit (52) that preheats the filters before use is provided, and the area between the plurality of filters is sealed by way of a seal."
35,3.65545461743301e-23,WO2016018911A1,"A breaching device for non-explosively cutting through a substrate, such as the leg of an offshore oil platform or other large cylinder from within the leg or large cylinder. The device includes a ring and a plurality of Reactive Material (RM) feed assemblies. Each RM feed assembly is arranged around the ring and includes an extendible nozzle. Each RM feed assembly includes a cavity that may contain RM that when ignited exits the nozzle. The nozzles are spring loaded and arranged to extend toward the inner surface of the substrate to be cut when the ring is rotated and/or oscillated. This arrangement results in a substantially uniform cut of the substrate from within with much less danger, material, equipment and cost than is currently required to remove large water-based structures."
94,3.65545461743301e-23,WO2014093338A1,"Methods and apparatus for affecting atmospheric cyclones and quantifying parameters related to affected cyclones are disclosed. These methods and apparatus involve attacking a cyclone chemically, without the use of explosives, with an energy transfer inhibitor that can interfere with the transmission of energy from the sea surface to the cyclone. The energy transfer inhibitor, if properly chosen and placed in a desired path of the storm, can deny one part of the storm energy from the latent heat of vaporization of water, thereby creating an imbalance in the centrifugal force of the cyclone. The imbalance can reduce the intensity of the cyclone and can be used to steer the storm. Quantifying parameters associated with an affected cyclone enables forecasting the cyclone's energy state, path, intensity, or other related parameters and evaluating possible additional energy transfer inhibitor distribution."
3,3.65545461743301e-23,WO2017092306A1,"A medium-length hole large cross-section composite cut blasting structure and method. A large-diameter hole (1) perpendicular to a working face is disposed at a position near but lower than a center of a tunneling working face. Several cut holes (2) are disposed around the large-diameter hole (1). The cut holes (2) are distributed in a spiral pattern with a central axis of the large-diameter hole (1) as a center. The lengths of the cut holes (2) increase gradually from the center of the spiral pattern to outside. The cut holes (2) are inclined holes with the inner end inclined toward the central axis of the large-diameter hole (1). Several peripheral holes (4) and several floor holes (5) are disposed along an outer contour of the working face on the tunneling working face for controlling the contour of the working face after the blasting. Two rows of auxiliary holes (3) are disposed between the peripheral holes (4) and the cut holes (2), and one row of auxiliary holes (3) is disposed between the cut holes (2) and the floor holes (5). The cut holes (2), the auxiliary holes (3), the peripheral holes (4) and the floor holes (5) are all provided with water bags, explosives and detonators therein. The configuration of the present invention reduces the vibration velocity of blasting, the charge volume for blasting and the amount of labor, and also causes less damage to surrounding rocks."
32,3.65545461743301e-23,WO2016036357A1,The disclosure relates to perforating systems for perforating the casing of a wellbore. The perforating systems contain insensitive high explosives. The disclosure also relates to shaped charges containing insensitive high explosives for use in such perforating systems. The disclosure further relates to methods of using such perforating systems to perforate the casing of a wellbore
31,3.65545461743301e-23,WO2016036358A1,The disclosure relates to perforating systems for perforating the casing of a wellbore. The perforating systems contain insensitive high explosives. The disclosure also relates to shaped charges containing insensitive high explosives for use in such perforating systems. The disclosure further relates to methods of using such perforating systems to perforate the casing of a wellbore.
128,3.6554546174330087e-23,WO2014049017A1,"The invention relates to a method for fracking an underground formation, comprising at least the following steps: a) sinking a deviated bore (1), which comprises a quasi-vertical segment (11) and a quasi-horizontal segment (12), into the underground formation, b) introducing hollow bodies (HK) and a flowable explosive (FS) that can be detonated into the deviated bore (1), and (c) initiating the detonation in the deviated bore (1), wherein the hollow bodies (HK) have a density (DHK) and the flowable explosive (FS) that can be detonated has a density (DFS) and (DHK) is less than (DFS) and a resting phase is inserted after the end of step b) and before step c), whereby the hollow bodies (HK) float up in the flowable explosive (FS) that can be detonated."
98,3.6554546174330087e-23,WO2014177883A1,"The invention resides in a system configured to monitor the level of a radio frequency (RF) in oil gas and mining operations using explosive devices. A device, removably mountable on a vehicle, has a plurality of antennae, wherein each antenna is configured to receive a range, or band, of RF signals, wherein each antenna corresponds to a different band of RF signals to be monitored. A detector is configured to receive the output from the antennae, and a controller is connected to the detector for scanning and monitoring the output from the antenna. An interface provides an indication of the RF level of the or each RF antenna in each RF band. A control panel, connected to the device, is configured to receive via a communication cable connected to the interface, signals for providing an alarm if the device detects an RF signal that exceeds a predetermined threshold. The invention also resides in a method of monitoring the level of radio frequency (RF) in areas where explosive devices or detonators are being used using the device and system."
151,3.6554546174330087e-23,WO2013010221A1,"The invention provides a method and apparatus for electronically testing the safety of sources of energy such as electrical circuits, in explosive atmospheres such as high risk mining situations, using an electronic spark tester (EST) in place of the known mechanical spark test apparatus (STA). The EST typically uses an analogue subsystem (5) and a digital subsystem (6) connected by a digital to analogue converter (7) and an analogue to digital connector (8) to apply a simulated spark load to the energy source and measure the time varying current response to that load."
192,3.6554546174330087e-23,WO2011094751A2,"Fuel blends and processes for producing a fuel unit blend to replace gasoline or supplement the apparent energy density of diesel or other fuel. The fuel unit blend comprises a base combustive fuel component that produces excess heat, which heat activates and sustains reactions of secondary detonative fuel components. The fuel mixture including a detonative fuel component blended with a stabilizing fuel component is dynamically stable, allowing the detonative fuel component to survive the combustion of the base combustive fuel component. The fuel blend produces first deflagrative combustion and then detonative or explosive waves in an internal combustion engine so as to produce maximum effective torque on the engines piston. A secondary effect is provided when the exhaust gas is cooled, increasing the Carnot thermal efficiency of the engine. The fuel blends may be diluted with a base combustive fuel to form a synthetic fuel for use within an internal combustion engine. The synthetic fuels also have application in mining, demolition, and military applications as explosive trains including a primary fuel explosive and a secondary explosive comprising the core polar material. Detonation or explosion of the secondary accelerates the combustion products of the primary fuel."
90,3.6554546174330087e-23,WO2014110202A1,"A composition for use as rock dust is disclosed. The composition may include an inorganic particulate material treated with at least one surface treatment. The surface treatment may include at least one of a fatty acid, a salt thereof, or an ester thereof, silicone oil, silane, or siloxane. Also disclosed is a composition that may include coal dust and mine rock dust including a inorganic particulate material treated with at least one a fatty acid, a salt thereof, or an ester thereof, silicone oil, silane, or siloxane. The amount of mine rock dust may be sufficient to render the coal dust explosively inert. The composition may also include an untreated inorganic particulate material. The treated inorganic particulate material may include calcium carbonate or lime. The untreated inorganic particulate material may include calcium carbonate or lime. The fatty acid may be stearic acid."
172,3.6554546174330087e-23,WO2012140102A1,"The invention relates to an igniter (8) for seismic prospection or for mining applications or for use in the crude oil and natural gas industries, comprising a detonator (7) in which an explosive material, an igniting element and internal wires (4) for initiating the igniting element are arranged, wherein the internal wires (4) lead into a plug (1, 2) which is arranged at one end of the detonator (7). In order for the user of the igniter to be able to introduce external wires (6) into the plug (1, 2) without having to strip said wires of insulation beforehand, and, in the plug (1, 2), for the internal wires (4) to be electrically connected to the external wires (6), without the external wires (6) requiring any plug and socket connector or mating part of a plug and socket connector, according to the invention, the plug is designed as a multifunctional plug (1, 2)."
28,3.6554546174330087e-23,WO2016041186A1,"Disclosed is a method for determining the optimal excitation well depth in a uniform medium, characterized by being realized using the following steps: 1) computing a thrust F when an explosive explodes underground according to the performance parameters of the explosive; computing an upward explosive thrust Fupward thrust of a one-shot combination well according to the fact that the upward explosive thrust equals one-eighth of the explosive thrust: Fupward thrust = combination well number×F÷8; 2) using the following formula to compute the optimal excitation well depth H: explosive thrust Fupward thrust=H×T×ρ×9.8N/kg+F3+F4, wherein: Fupward thrust - the upwards explosive thrust of the explosive obtained in Step 1); H - excitation well depth; T - ground projected area of the combination well; ρ - density of the soil; F3 - friction between the soil and surrounding rocks when the soil moves upwards; and F4 - horizontal stress imposed on the soil when in a balanced state."
135,3.6334251157052366e-23,WO2013102364A1,"Disclosed are explosives,especially a preparation method for different density explosives and different density explosives. The method adjusts physical density by adding granular form physical density adjusting agent with 0.5-5.0mm grain diameter and 0.03-0.30g/cm3 bulk density during preparing explosives. The method can adjust explosive density in a large range, further obtain the explosives with a wide range of detonation velocity to meet different needs for explosive velocity according to different lithology, and simultaneously meet needs for different explosive in the same blasthole."
116,3.548399014813929e-23,WO2014041476A2,"A method of providing an emulsion explosive underground in a mine (10) having a downwardly extending mine shaft (12) and a cage (14) arranged for travelling along the mine shaft (12) includes transferring an emulsion explosive fuel underground, transferring an emulsion explosive oxidiser underground along a downwardly extending conduit (28) located inside the mine shaft (12), and mixing the emulsion explosive fuel and the emulsion explosive oxidiser underground in the mine to provide an emulsion explosive."
34,3.548399014813927e-23,WO2016128382A1,"The present invention relates to a water-based non-sensitized matrix or explosive suspension which itself has a rheological behavior such that it allows mechanically loading upward boreholes. This suspension behaves like a viscous liquid when it is forced to flow due to the action of a loading pump, and, however, has the characteristics of a soft solid when it is on standby once inside the borehole. The composition essentially consists of an aqueous solution of oxidizing salts and optionally water-soluble fuels and/or sensitizers, and one or more water-soluble polymers conferring the desired rheological characteristics. Particles of oxidizing salts with a grain size such that they enhance the rheological behavior characteristic of the suspension are dispersed in this aqueous solution."
113,3.355259739793929e-23,WO2014074576A1,"System and methods for detecting substances such as explosives via the nuclear quadrapole resonance effect. We observe that the nuclear quadrupole resonances of explosives located within a cavity portal involve continuous Rabi transitions which are nonlinear processes since stimulated emission occurs. In other words, where there are no resonances caused by the presence of an explosive, high average power and low average power measurements should be identical. However, when resonances are stimulated by the system, the difference between these two conditions can be compared to determine a correction to measaurements made when a person located in the cavity has explosive material on their person, without the need for separate empty portal or elaborate calibration procedures."
190,3.355259739793929e-23,WO2012013926A1,"An oil and gas welI shaped charge perforator capable of providing an exothermic reaction after detonation is provided, comprising a housing (2), a high explosive (3), and a reactive liner (6) where the high explosive is positioned between the reactive liner and the housing. The reactive liner (6) is produced from a reactive composition which is capable of sustaining an exothermic reaction during the formation of the cutting jet. The composition is a pressed i.e. compacted particulate composition comprising at least two metals, wherein one of the metals is present as spherical particulate, and the other metal is present as a non-spherical particulate. There may also be at least one further metal, which is not capable of an exothermic reaction with the reactive composition, present in an amount greater than 10% w/w of the liner. To aid consolidation a binder may also be added."
10,3.355259739793929e-23,WO2016184065A1,"An oxyhydrogen machine, comprising a first box body (1) and a second box body (2). A fuel supply cavity (11), an oxyhydrogen filter cavity (12) and a pure oxyhydrogen output region (13), independent of one another, are sequentially disposed in the first box body. An oxyhydrogen generation assembly (3) is disposed in the second box body. A backflow pipeline (5) is disposed between the fuel supply cavity and the oxyhydrogen filter cavity. A safety anti-explosion valve (6) is disposed on the oxyhydrogen filter cavity. The pure oxyhydrogen output region is communicated with the oxyhydrogen filter cavity. The oxyhydrogen machine is ingenious and reasonable in structural design, high in movability and good in working stability, and can effectively avoid the phenomenon of leakage of fuel or flowing of the fuel into an engine due to tilting or waggling. Meanwhile, a safety anti-explosion valve is disposed, the explosive possibility is avoided, a traveling device and the personal safety are protected effectively, the safety is good, and the reliability is high. Besides, an integrated structure or a split structure can be adopted, so that different mounting and use requirements are met, and the safety oxyhydrogen machine is wide in application range and can be applied to traveling devices, driven by fuel oil, natural gas and other fuel, such as cars, buses, vans and steamers."
18,3.355259739793929e-23,WO2016100160A1,Explosive compositions are disclosed herein. The compositions include a diesel fuel and a vacuum gas oil. Some compositions disclosed herein include an emulsion that includes an oxidizer in a discontinuous phase and a blend of diesel fuel and vacuum gas oil in a continuous phase. Methods of manufacturing explosive compositions are also disclosed herein.
111,3.355259739793929e-23,WO2013180400A1,"The present invention relates to a sensor capable of detecting an aromatic nitro compound explosive, and a preparation method thereof, and more specifically, to a nanosensor system, and a detection method using the same, wherein a quantum dot-based sensor for detecting an aromatic nitro compound explosive can conveniently detect an aromatic nitro compound explosive with high sensitivity on the basis of a change in energy transfer between quantum dots. The method for detecting an explosive of the present invention makes an explosive come in contact with a quantum dot thin film to which an explosive can combine, and measures a change in fluorescence wavelength, thereby sensing an explosive. According to the present invention, the method for detecting an explosive on the basis of quantum dots uses a change in fluorescence wavelength which is unlike a known detection method using the change in quantum dot fluorescence intensity, and thus is not sensitive to a change in surroundings, can carry out rapid detection, and can detect even a low concentration of explosives with high sensitivity. Therefore, the present invention is expected to be extensively commercialized."
59,3.355259739793929e-23,WO2015087220A1,"In this invention 'Sea Bed Fractured Power Production Systems' are constructed in the sea where Updraft Wells (UW1) are drilled into the sea bed and are surrounded by Boreholes (BH1) also drilled down to the required depths and at the aforesaid required depth the rocks in the earth's mantle/crust/core are fractured by blasting with explosives to create a Rock Fractured Area (RFA1). These Boreholes (BH1) are fitted with Pipes (P1) and One Way valves (OV1) so that seawater which is under high pressure, equivalent to the sea bed depth below the sea surface level at that point, gets forced down into the Rock Fractured Area (RFA1). This heated seawater then flows up under high pressure through Updraft Wells (UW1). The seawater flowing out of the Updraft Wells (UW1) is at a higher temperature than the surrounding seawater of the ocean and therefore rises towards the sea surface level. One or more Floating Covers (FC1) are positioned above the Updraft Wells (UW1), to capture the heated seawater as it exits the Updraft Wells (UW1) and to direct this flow upwards. One or more Flexible Tubes (FT1) with opened mouths are fitted to the Floating Covers (FC1), at or near their center or at a suitable position. These Tubes are extended to the sea surface level and their top ends are with opened mouths and are connected to one or more Basins (B1) floating at or on or near the sea surface, where the Basins (B1) are fitted with One Way valves (OV1) so that the heated seawater flows out of the Basins (B1) into the sea when the One Way valves (OV1) are opened. This outflow of heated seawater sucks up seawater flowing out of the Updraft Wells (UW1) and creates a flow through the Flexible Tubes (FT1). Turbines/Generators (TG1) are optimally positioned, within the Flexible Tubes (FT1) to produce electricity."
4,3.355259739793929e-23,WO2017035594A1,The present invention provides a method of stabilising a nitrate-based explosive through the use of a NOx scavenger. The present invention further provides a blasting agent comprising ammonium nitrate and a NOx scavenger. The present invention further provides for a method of blasting adapted for use in reactive and/or elevated temperature ground.
9,3.355259739793928e-23,WO2016188446A1,"The invention provides a crosslinked polymer, a hydrogel, a water-based fracturing fluid comprising the same, and methods of making and using thereof. The crosslinked polymer of the invention is represented by formula (I), wherein *denotes a combining site with a polymer starting material and *' denotes an optional combining site with the polymer starting material, wherein the combining sites denoted by *and *' may be located in the same polymer molecule, or in different polymer molecules, but there are at least two combining sites located in different polymer molecules; X1 and X2, which may be the same or different, are independently an oxy (-O-) or imino (-NH-) group; X3 is an oxy (-O-) or imino (-NH-) group when *' denotes a combining site with the polymer starting material, or X3 is a halogen, NH2 or OH when *' isn' t a combining site with the polymer starting material. The crosslinked polymer of the invention can be used in water-based fracturing fluid, in personal care products, household care products and pet care products, in reusable hydraulic fracturing flowback fluid, in gel explosives or in fire extinguishing mortar."
181,2.966331905139566e-23,WO2011146827A1,A method of recovering petroleum from dormant oil wells or increasing the production of oil wells is disclosed. An alkali or alkali earth carbonate is introduced into a water layer associated with a subterranean petroleum reservoir and/or an explosive composition is introduced into an oil layer associated with a subterranean petroleum reservoir. C02 gas is produced by reacting the alkali or alkali earth carbonate with an acid and/or by detonating the explosive composition. An explosive composition can be introduced and detonated to achieve sufficient C02 gas production to increase pressure within the subterranean petroleum reservoir. Petroleum recovery can be further enhanced through the use of recycling.
54,2.966331905139566e-23,WO2015110679A1,"The invention relates to a method characterised by the heating operations thereof, which allow the extraction of the pollutant-free hydrocarbons and do not generate the risks of uncontrollable leakage via non-tight bottoms, which are associated with other methods. The heating operations are carried out in the following way: by means of devices submerged in the hydrocarbons and separate from the bottom of the tank, or by means of devices arranged outside the tank, on the suction lines and in areas adjacent to the shell of the tank; by means of injecting hot air into the tank, in order to fluidify the surface layer of hydrocarbons and to ventilate the tank and prevent the generation of explosive atmospheres; and by means of external heat exchangers which facilitate the filtering, decanting or subsequent transfers of the hydrocarbons. The method is applicable to tanks of oil, fuel oil and other viscous oil products, including tanks which are accidentally contaminated with water."
186,2.966331905139566e-23,WO2012049093A1,"The invention pertains to peroxide-curable fluoroelastomers which can meet the requirements for the oil and gas industry, including explosive decompression, and which can be easily processed to yield cured parts in standard machineries at reasonable throughput rates, said fluoroelastomers comprising: - recurring units derived from vinylidene fluoride (VDF); - recurring units derived from hexafluoropropylene (HFP); - recurring units derived from at least one bis-olefin [bis-olefin (OF)] having general formula : wherein R1, R2, R3, R4, R5 and R6, equal or different from each other, are H, a halogen, or a C1-C5 optionally halogenated group, possibly comprising one or more oxygen group; Z is a linear or branched C1-C18 optionally halogenated alkylene or cycloalkylene radical, optionally containing oxygen atoms, or a (per)fluoropolyoxyalkylene radical; and - iodine or bromine cure-sites; said fluoroelastomers further possessing a Mooney viscosity (ML) of at least 85 MU (1+10@121 °C), when measured according to ASTM D1646. The Applicant has surprisingly found that fluoroelastomers as above detailed, despite their high molecular weight and thus their Mooney viscosities values, can be effectively processed to yield cured parts which possess outstanding sealing and mechanical properties in particular at high temperature and/or after exposure to hostile environments (e.g. to chemicals at high temperature) so as to provide for outstanding behaviour (substantially no failure) in explosive decompression conditions."
21,2.966331905139565e-23,WO2016074045A1,"This invention provides a hose for conveying an emulsion explosive together with an annular stream of aqueous solution around the emulsion explosive as a lubricant, wherein the hose comprises an internal surface that reduces disruption of the annular stream during conveying of the emulsion explosive. Also provided is a method of producing this type of hose and practical applications of the hose in commercial mining and blasting operations."
65,2.966331905139565e-23,WO2015140462A1,"The present invention relates to an in situ method for producing an explosive product (10). Said method includes the steps wherein: 1) an emulsion-containing matrix and a gasification reagent are separately transferred to a first mixer (7) from tanks (1-1, 1-2) containing them; 2) they are mixed in a first mixer (7); and 3) said explosive product obtained from said first mixer is transferred and deposited into an explosion hole (11). Said method is characterized in that: - in Step 1), the amounts and/or flow rates of said matrix and gasification reagent entering into said first mixer are controlled and monitored so as to produce a so-called explosive product having a density of a predetermined value when removed from the first mixer in Step 2); and - in Step 3), the density of the explosive product obtained is varied, during filling of a single hole, according to the deposited amount of explosive product and/or the depth at which the explosive product was deposited in said hole, or said density is varied from one hole to another in different holes."
41,2.966331905139565e-23,WO2016003465A1,"Processes and systems are provided for effectively degumming vegetable oils with the use of an acid and base pretreated mixture of vegetable oil. The pretreated mixture is subjected to compression and one or more intervals of explosive decompression of the compressed mixture to form a degummed vegetable oil. Also provided are compression and decompression rates and conditions that can be used to effectively degum vegetable oil to achieve reduced levels of phosphorus and metals such as iron, calcium and magnesium."
130,2.6453188048343738e-23,WO2013127241A1,"The present invention relates to a workflow for manufacturing explosives, including an on-site loading station, a loading preparation station, and a preparation and delivery system. The preparation and delivery system also includes a preparation work station and a base material delivery station; material transported from the preparation work station is respectively conveyed to the loading preparation station and the base material delivery station to match the requirements of manufacturing different types of explosives. With the aim of manufacturing explosives with different detonation speeds, the on-site loading station includes a management unit, a casting unit, and a testing unit; after materials enter the on-site loading station, the materials are differentiated and recorded by the management unit and then conveyed to the casting unit to be casted in a charge hole together, mixed and the sensitization is completed to form a preset type of explosive, and primed via a detonator and a primer pellet. A selection checking procedure can also be included, i.e. a mixed sample is extracted to test the density and detonation speed thereof, and if the sample is found to qualify, the flow proceeds to the stage of casting in the charge hole, otherwise the proportions of the components are adjusted and then material is re-inserted. In this design, it is possible to safely, adequately and stably supply the requirements of producing many types of explosives in a relatively widespread area."
182,2.5102012646749723e-23,WO2011140622A1,"The present invention relates to a device for collecting oil/mineral oil leaking from the seabed. More specifically, the device according to the present invention consists in a flexible funnel for guiding and collecting oil/mineral oil leaking from the seabed. In addition, the present invention relates to an oil storage device which consists, more specifically, of an oil storage device that floats on water and can be inflated, receiving a continuous oil flow and allowing oil, water and volatile and explosive gases from an oil well to be separated inside the device."
96,2.1832998862149085e-23,WO2014191318A1,"The invention relates to a protection device for clearing explosives (2) by disarming or detonating same. The invention also relates to a method for the controlled detonation of an explosive (2) and to the use of a mobile water basin (1) as a protection device. According to the invention, a water basin (1) is used, having a circumferential support structure (5), which has an adaptable shape and which is made of non-rigid components, and having a film (6), which is supported against the circumferential support structure (5) and which delimits an interior of the water basin (1). The water basin (1) is arranged over or adjacent to the explosive (2) at a vertical and/or horizontal distance thereto, and the interior of the water basin (1) is subsequently filled with liquid, in particular water (9)."
137,1.0100000000000004e-24,WO2013095173A1,"Subterreanean formations penetrated by a wellbore may be stimulated by injecting a well-treatment fluid at a rate and pressure sufficient to create and propagate a fracture in the formation. The treatment fluid comprises a first slurry comprising at least one inorganic cement, water and at least one disruptive agent that may cause the formation of open channels in the fracture through which hydrocarbons in the formation may flow into the wellbore. The disruptive agent may comprise (but would not be limited to) water-soluble polymers that cause flocculation and agglomeration of cement solids, expansive agents, explosive agents, degradable materials, or a combination thereof."
131,1.0100000000000004e-24,WO2013126358A1,"A method of separating a riser, comprising providing a riser having an inner and an outer surface, a circumference of said outer surface, a longitudinal axis and a first end and a second end; radially surrounding said riser with an explosive shaped charge material, wherein said shaped charge explosive material is capable of generating a high-velocity plasma jet in response to an activation signal, and wherein said explosive material comprises an electrically conductive layer; transmitting said activation signal to said explosive material; generating said high-velocity plasma jet; and separating said riser into a first portion comprising said first end and a second portion comprising said second end when said high-velocity plasma jet penetrates said outer surface of said riser and exits said inner surface of said riser."
143,1.0100000000000004e-24,WO2013055256A2,"Use: the invention relates to a method and a device for the explosion proofing of instruments and closets containing electrical and electronic apparatus, and can be used in the gas, oil and other industries in which such apparatus is used in explosive environments. The aim of the claimed method is to extend the functional capabilities and the scope of use of explosion-proof equipment. Essence of the invention: the proposed method is based upon the principle of the direct measurement of gas contamination inside a protected object and the switching of power equipment located inside the protected housing depending upon the gas contamination measurement results."
141,1.0100000000000004e-24,WO2013069823A2,"The present invention provides an active power automatic control system of an electric boiler capable of automatically and actively regulating an electric current applying to electrodes by control of feed water in quantity to the electric boiler according to a capacity of any steam consumption unit, and an operation method thereof. The active power automatic control system includes an electrode (100) comprising several planar plates (101) bundled up each other at equal distance by insulating rings (102) and a fastening rod (103) inserted through the insulating rings (102), terminals (104) and lead wires (105); a power regulating device (200) comprising an absorber (201), a buffer water tank (202), motor valves (203, 204, 205), check valves (207, 208), a water pump (206), a temperature sensor (221), a pressure sensor (222), a volt-ampere sensor and a controller (210); and a safety device (300) comprising a safety valve (301) and an explosive valve (302)."
138,1.0100000000000004e-24,WO2013089464A1,"According to the present invention, an exterior insulating cover for vehicles allows the windows and roof of a parked vehicle to be covered with one sheet of canvas, and effectively prevents the temperature in the vehicle from rising during the summer. Therefore, the present invention is capable of eliminating the discomfort resulting from high temperatures when a person enters the vehicle in the summer, protecting the vehicle from explosive materials in the vehicle such as a car navigation system battery or a gas lighter, and preventing frost and snow from accumulating in the winter due to heavy snowfall."
127,1.0100000000000004e-24,WO2013141747A1,"The invention relates to various technical fields using materials with developed surfaces in the form of multi-layered nano-structures for the production of solar batteries, photodetectors, catalytic converters and high-efficiency fluorescent light sources. According to the invention for producing a multi-layered nano-structure, a diffraction grating is applied to one of the surfaces of a material which is transmissive to laser radiation, and said material is subjected to a pulse of laser radiation. When said pulse interacts with the diffraction grating, diffraction and multi-beam interference of the laser beam take place on the surface of said grating in the laser spot area, with a multiplicity of laser beams reflected from the diffraction grating being formed. At the points of reflection of the laser beams from the diffraction grating, the following take place in succession: local release of laser beam energy, melting of the material which is transmissive to laser radiation, the formation of crystallization centres, and explosive crystallization of the material which is transmissive to laser radiation along the beams reflected from the diffraction grating after the exposure to the pulse of laser radiation has ended. As a result, during the exposure to the pulse of laser radiation, a multiplicity of mutually ruffled layers of the material which is transmissive to laser radiation is produced simultaneously in the open air. By varying the parameters of the diffraction grating and the pulse of laser radiation, it is possible to produce multi-layered nano-structures with a varying number of layers, of up to several thousand, and with said layers varying in thickness. The proposed invention also makes it possible to produce multi-layered nano-structures from alternating layers of two different materials."
136,1.0100000000000004e-24,WO2013102213A1,"A fire fighting system configured to deliver rescue equipment and fight high rise building fires via pneumatically launched projectiles filled with either rescue equipment or fire suppressant chemicals. The system is composed of several sub-systems working in unison and carried by land vehicle, handcart, vessel or aircraft to accomplish the goal of storing, delivering, loading and launching the projectiles at close or distant targets via a controllable power source of either pneumatics, hydraulics, electromagnetism or other non-explosive methodology."
0,1.0100000000000004e-24,WO2017099004A1,"As a butt welding method for at least welding abutting parts of metal plate material by laser, the present invention provides a butt welding method comprising at least a step for filling a gap formed in abutting parts with welding material that has been formed in advance in a granular shape after attaching backing material to the back side of the gap, and a step for welding the abutting parts by irradiating with laser from above the gap filled with the welding material and forming a molten pool of the welding material in the gap. Thus, when butt welding thick metal plate material, it is possible to prevent occurrences of explosive activity of backing material and efficiently form a sound weld zone while assuring fast welding speed with a high energy laser."
144,1.0100000000000004e-24,WO2013055239A1,"The present invention relates to a signal transmission tube that has an inverse initiation retention seal, which comprises a tube carrying an explosive mass adhered to the inner surface, which has an innovative sealed connection between the internal walls of the tube in a specific location inside the detonator, with specific characteristics. The seal is obtained by high-frequency vibration that allows a connection. This seal allows direct initiation, which consists in the wave, travelling through the tube, arriving at the seal, opening the latter and continuing via the delay train and this in turn initiates the explosive charge. The invention does not permit inverse initiation, i.e. the retention seal prevents accidental detonation of the detonator from initiating the tube, thereby avoiding propagation thereof to the other detonator."
166,1.0100000000000004e-24,WO2012163758A1,"The invention relates to a booster (8), comprising a booster charge (11) arranged in a fuse well (6) for an explosive projectile (1) that can be ignited by means of a fuse. In order to prevent that the booster charge (11) is inadvertently set off despite high firing loads, according to the invention at least one damping element (12-14) is arranged between the booster charger (11) and the fuse well (6) of the booster (8), said damping element absorbing at least some of the loads that act on the booster charge (11) when the explosive projectile (1) is fired."
198,1.0100000000000004e-24,WO2011062406A2,"The present invention relates to an indentation testing device, and more specifically to an independently driven indentation testing device which can induce local indentation deformation by using the restoring force of materials subjected to resilient deformation or drop loading in an extreme environment such as high-temperature, extremely low-temperature and explosive energy fluids."
197,1.0100000000000004e-24,WO2011148165A1,"An explosive mitigation apparatus (2) for use in mitigating the effect of an explosive event, the apparatus comprises blast detection means (21) which is capable of detecting an approaching shock wave or electromagnetic wave, caused by the explosion of an explosive device or other ordnance and which produces an output signal indicative of an explosive event, a countermeasure device (22) comprising a shaped explosive charge (33) and a load (31) in which the explosive charge, when detonated, causes the load to be ejected from the device as a high velocity jet at least partially in a direction towards the approaching fireball, blastwave(s) and/or fragments, and an initiator (34) which causes the detonation of the countermeasure in response to the output signal from the blast detection means, the apparatus can be used to protect a vehicle or other object, or as a protective barrier around an explosive device that is being disarmed."
195,1.0100000000000004e-24,WO2011078899A1,"A solid composition in the form of a tablet that generates and releases a biocidal solution comprising at least chlorine dioxide with an enhanced weight percent yield is presented. The composition comprises reactants capable of in-situ generation of chlorine dioxide comprising a chlorite donor that is coated with a gel-forming material that slows the rate of dissolution of the high solubility chlorite donor, a free halogen donor, and an acid source, resulting in an unexpectedly high weight percent yield and providing a controlled release of biocidal solution. The compositions of the invention show improved environmental stability which can reduce the cost of packaging and significantly increase the utility of the composition. The controlled release allows the use in multi-tablet chemical dispensers which may otherwise induce potentially explosive conditions or allow rapid release of the biocidal solution thereby inducing a spike in chemical concentration rather than a controlled and sustained release."
194,1.0100000000000004e-24,WO2011081836A2,"This invention provides for the removal of mercury from a mixture of saturated and unsaturated hydrocarbons such as from cracked gas. The gas first is contained in a regenerable adsorbent bed that removes water and mercury and then the regenerant stream for the adsorbent bed is passed through a nonregenerable bed comprising copper sulfide to trap the mercury. Surprisingly, it was found that acetylene within the regenerant stream does not react with the copper sulfide to produce explosive copper acetylides."
