,Frequency,Pnumber,Abstract
52,7.727272727272727,CN204363970U,"The utility model discloses an intelligent non-contact type infrared electronic thermometer. The thermometer comprises a body. The body comprises an infrared sensor, an infrared sighting device, a liquid crystal display, a control key and a charging plug. The body further comprises a power source, a radio frequency induction device, a wireless transmitting module, a microcontroller and a memorizer. The infrared sensor, the control key, the radio frequency induction device and the memorizer are connected with the microcontroller, the liquid crystal display, the radio frequency induction device and the wireless transmitting module are connected with the memorizer, and the charging plug and the infrared sighting device are connected with the power source. According to the thermometer, the non-contact mode is adopted for measuring the temperature, patient cross infection can be avoided, meanwhile, the temperature values and the personal information of patients are displayed on a computer client side through the wireless transmitting module, the recording time of medical workers is saved, the efficiency is improved, the body temperature of the patients can be collected to form electronic medical records, and a doctor can conveniently observe the continuous changing situation of the body temperature of the patients."
36,7.6923076923076925,CN105232296A,"The invention discloses an intelligent blind-guide stick and a blind-guide system. The intelligent blind-guide stick comprises a base body of the blind-guide stick and an intelligent auxiliary device arranged on the base body of the blind-guide stick. The intelligent auxiliary device comprises a central processing unit, a satellite positioning module, a network communication module, a vibration promoting module, an acousto-optic warning module, an electronic tag receiver, an ultrasonic sensor, a thermal release infrared sensor, a laser sensor and a traffic signal reception module. The blind-guide system comprises the intelligent blind-guide stick, an electronic tag, a mobile terminal and a cloud server. By adoption of the above mode, the intelligent blind-guide stick and the blind-guide system have following beneficial effects: without laying a blind track, the electronic tag is arranged indoors or on a specific road and matched with the intelligent blind-guide stick for use, which can directly guide a blind person to move and bring convenience for the blind person to go outside by himself; and a family member can utilize the mobile terminal to monitor the movement locus of the blind person by means of the cloud sever, which makes it advantageous to find out abnormality and provide help."
67,7.6190476190476195,CN204004681U,"The utility model discloses an intelligent tap water water-saving control device, which is characterized in that the intelligent tap water water-saving control device comprises an optoelectronic pulse generation circuit, a pulse counting circuit and a driving circuit, wherein the optoelectronic pulse generation circuit, the pulse counting circuit and the driving circuit are successively connected. When the intelligent tap water water-saving control device is used, an electronic control stop valve is connected to a tap water pipe on which a water meter is positioned; then, an infrared light emitting diode and a photoelectric sensor are installed on the meter plate of the water meter 1, and the light emitting direction of the infrared light emitting diode and the photosensitivity direction of the photoelectric sensor both point to a petaloid round pointer 5 on the meter plate of the water meter; finally, the driving circuit in the intelligent tap water water-saving control device is connected with an exciting coil of the electronic control stop valve in series. According to the intelligent tap water water-saving control device disclosed by the utility model, the leakage of a water supply system can be effectively avoided, and water resources are saved."
62,7.59493670886076,CN204101908U,"The utility model belongs to the technical field of communication and control, and specifically relates to an intelligent household house-keeping device. The device comprises a movable platform, a master control unit disposed in the movable platform, a WIFI module 1, a GSM module, and a security and protection module disposed in a house. The security and protection module comprises an infrared sensor, a light intensity sensor, a smoke alarm, a temperature sensor, and an antitheft alarm. The master control unit is connected with the WIFI module 1 and the GSM module. The infrared sensor, the light intensity sensor, the smoke alarm, the temperature sensor and the antitheft alarm are respectively provided with a WIFI module 2 in a built-in manner, and are respectively in wireless connection with the WIFI module 1 through the WIFI modules 2. The device employs a high-performance microprocessor to replace a PC and serve as a controller, so the device is more stable and reliable. The device is light in weight, is convenient to move, is low in power, and is low in power consumption. In addition, the tripping detection is carried out in a movement process, so the device can achieve a function of electronic security, and monitors the household conditions in real time."
51,7.434944237918216,CN204372658U,"The utility model discloses an intelligent heating type table lamp. The intelligent heating type table lamp comprises a table lamp body, a lamp cover is arranged on the upper portion of the body, an LED energy saving lamp is arranged in the lamp cover, a base is arranged on the lower portion of the body, an electronic clock and a cup base are arranged on the base, a heating device is arranged on the middle portion of the body, the heating device comprises a controller, a temperature measuring device and a heater, and the temperature measuring device and the heater are connected with the controller respectively; the heater comprises an electric heating radiant panel; the controller comprises a single chip microcomputer, a memorizer and a frequency controller, wherein the memorizer and the frequency controller are connected with the single chip microcomputer, and the temperature measuring device is composed of a temperature sensor and an operational amplifier circuit connected with the temperature sensor; the temperature sensor comprises an infrared temperature sensor. Based on the principles of sensor acquisition and single chip microcomputer control transmission, the intelligent heating type table lamp can achieve the effects that an intelligent heating function is added on the basis of a traditional student table lamp, the learning efficiency of a student is improved with the help of the intelligent heating type table lamp, great convenience is brought to learning work, and the intelligent heating type table lamp is worthy of wide popularization and use."
103,7.305936073059361,CN202387137U,"The utility model provides an intelligent life three-dimensional piloting device of a fire scene, comprising a helmet, wherein the helmet is provided with a processor, a storing device, an RFID (Radio Frequency Identification) electronic tag for detecting RFID cards which are arranged on parts of a building to represent current position information, a three-dimensional electronic display screen and three-dimensional observing glasses capable of being worn by a user of the fire scene; and the processor is respectively connected with the storing device, the RFID electronic tag and the three-dimensional electronic display screen. When the user wears the helmet in field, the processor can pre-store map shapes of the current building and escape way conditions; when the user uses the three-dimensional observing glasses to obtain a three-dimensional map, the current position of the user can be read through the RFID electronic tag so as to guide the user to escape from the fire scene in real time, and the device is very convenient. The intelligent life three-dimensional piloting device of the fire scene is internally provided with an infrared temperature measurement sensor, a toxic gas sensor and an acceleration sensor, so that more accurate and more convenient piloting operation can be realized."
133,7.2289156626506035,CN2519821Y,"Disclosed is a washing device for an intelligent toilet chair. The input end of a CGQ thermal releasing infrared sensor of an electronic control device of the washing device is connected with an input of a controller. The output of the controller is connected with an input of an electronic switch I and the output of the electronic switch II is connected with an input of an executor. Three inputs of the executor are respectively connected with a delayer II, a delayer I and a status indicator light. The output of the delayer II is connected with an input of an electronic switch III and the output of the electronic switch III is connected with an input of an electromagnetic valve. The output of the delayer I is connected with an input of an inverter and the output of the inverter is connected with an input of an electronic switch II. The output of the electronic switch II is connected with a power end of the controller and the power indicator light. The utility model applies the thermal releasing infrared sensor and an automatic detection and control technology which has no contact point, which can efficiently restrain the disturbance of sunlight and lamplight and radiation, and the operation is reliable and accurate. The utility model applies a theftproof shell which can resist the damage of outside force, which is fit for the use of public occasion."
11,7.2289156626506035,CN205721973U,"The utility model discloses an intelligent student management system, intelligent student management system includes that student inquiry system, student register system, privilege management system, human infrared sensor, electronic monitoring system, room inner environment monitoring system and control system, control system is connected with the system of registering including student inquiry system, student, human infrared sensor, electronic monitoring system, room inner environment monitoring system, privilege management system respectively, the electronic monitoring system include alarm device, alarm device be connected with control system, alarm device includes warning banks and bee calling organ, the utility model discloses rational in infrastructure, reasonable application through fingerprint attendance machine has reduced manufacturing cost, and it is troublesome to have avoided carrying for the attendance card etc. Has the theftproof function, in addition the reasonable application of camera then avoided the possibility of causing a dispute when student's attendance is unusual."
81,7.203389830508474,CN203415099U,"The utility model relates to a computer intelligent control signal lamp system, which is characterized in that a video camera, a light sensor (2), an infrared sensor and a light sensor (4) are installed on a signal lamp installation column body, an electronic control system is installed in the signal lamp installation column body, the electronic control system is provided with a microprocessor, signals acquired by the video camera, the light sensor (2), the infrared sensor and the light sensor (4) are transmitted to the microprocessor, the microprocessor is electrically connected to a flash memory and a PLC control circuit in sequence, the PLC control circuit is connected with an LED traffic light device, and LED traffic light device is provided with a loudspeaker device, the PLC control circuit and a remote server. The computer intelligent control signal lamp system is simple in structure and reasonable in design, carries out control on monitoring components by making full use of the microprocessor, the flash memory and the PLC control circuit, and can automatically adjust the signal flickering time of the LED traffic light device according to the traffic flow, the flow of people and the light, thereby greatly improving the traffic efficiency, and saving the time and the cost."
38,7.0588235294117645,CN204906583U,"The utility model discloses a but intelligent infrared inductor of cell -phone remote query and remote control includes the casing and installs the casing on optical lens, and set up to be in the inside infrared sensor who converts infrared radiatior energy to the signal of telecommunication of casing, the inside electronic control device that sets up of casing, the electronic control device include power supply circuit, centralized control's treater carries out, with the cell -phone communication circuit connected of treater, cell -phone communication circuit be responsible for carrying out the information communication through the cell -phone network, with the processing circuit that connects of treater, processing circuit with infrared sensor connect, with the switch drive circuit that connects of treater, switch drive circuit's output connection control switch, control switch connected load, with the camera module that connects of treater, camera module be used for the video image of acquisition and supervisory control scene."
105,7.0175438596491215,CN202231927U,"The utility model discloses an intelligent lighting controller. The intelligent lighting controller is structured by comprising a PLC (Programmable Logic Controller) control unit with executive programs and an electromagnetic voltage stabilizer which is connected with the PLC control unit, wherein the electromagnetic voltage stabilizer is respectively connected with an infrared sensor and an alternating-current voltage stabilizer. The intelligent lighting controller adopts high-tech products with advanced PLC technology, electromagnetic voltage regulating technology, sensor technology and electronic technology. Electric equipment within the load is controlled to achieve all-around automatic monitoring and intelligent management, thus the energy is reasonably saved. According to the practical power supply condition and practical requirements of the load, high-efficiency electromagnetic voltage regulating technology can be used to precisely regulate and control the exceeded energy consumption for the power supply, so that the power consuming efficiency is improved and the power is output in a constant manner. Balanced three-phase voltage and current can be achieved to improve the electric energy quality, reduce the device operating and maintaining cost, and prolong the service life of the device, thus the intelligent lighting controller is widely applicable for places such as the street lamp lighting, the factory, the school, the market, the stadium, the hotel and the like."
126,6.9930069930069925,CN1945479A,"The invention discloses an Intelligent Control System for mine blast, which includes exploder, spray device, working place gas sensor, working place infrared sensor, working place wind speed sensor and warning device. Its character is that it also includes an intelligent controller that consists of control circuit board and external circuit. In the control circuit of controller core, there are bursting network resistance detection module, gas concentration detection module, three-people electronic code locking module, spray-controlled locking module, working place human-defended module, ventilation locking module. Through the intelligent centralized control device and artificial combination, the leak that is due to the man-made preventing and the single function of three-human chained explode is solved, to realize a man-machine integration, meet the rules in 'coal mine safety regulations'."
22,6.989247311827956,CN105867148A,"The invention relates to a system and method for intelligent home control based on a flexible electronic skin. The intelligent system comprises a lip language signal collecting unit, a character recognition unit, a single chip microcomputer and an infrared module. A flexible electronic skin sensor is used to detect movements around lips during sound production, obtained electrical signals are input the character recognition unit, a recognition result corresponds to some code of the single chip microcomputer, and an infrared circuit converts the code of the single chip microcomputer into an infrared code of a household appliance and transmits the infrared code out through an infrared transmitting head, so as to control a corresponding function of the household appliance. Intelligent control over various household appliances is implemented in a sound control mode. The system is simple in structure, convenient to use, light in weight, high in reliability, convenient to carry, low in cost and favorable for industrialization. As a novel intelligent home device, the system is high in practicality."
30,6.956521739130436,CN205139930U,"The utility model discloses a scanning device for electronic commerce, it relates to electronic commerce apparatus technical field, two retaining devices are installed to the upper end of frame, the infrared scanning ware is all installed to the both sides of retaining device, the infrared detector, and the last surface mounting of retaining device has the infrared detector, the platform of weighing is installed to the right -hand member of frame, first transmission band mechanism, be provided with the wheel that rolls between the second transmission band mechanism, roll the wheel through the hub connection of belt with driving motor, the left end of taking turns that rolls is provided with quantity biometric sensor, the inside at the frame is installed to the intelligent control ware, the centre in the frame bottom is installed to the display screen, the infrared scanning ware, the infrared detector, quantity biometric sensor all is connected with the input of intelligent control ware, the output of intelligent control ware respectively with first transmission band mechanism, second transmission band mechanism, a display screen, driving motor connects, the utility model discloses be convenient for realize fast scan and detection, easy and simple to handle, work efficiency is high, saves time convenient to use."
106,6.8181818181818175,CN202197648U,"The utility model discloses a novel intelligent dual-bucket feeding apparatus special for a cultivation farm. The novel intelligent dual-barrel feeding apparatus is characterized by comprising water buckets and a feed bucket which are fixed on supports; an electrical control tap is arranged between the water buckets and a water supply pipe; a feeding machine is arranged between the feed bucket and a feed tank; an electrical control part comprises a weight sensor, an infrared sensor, a timer, an input device and a singlechip microcomputer, wherein the weight sensor is arranged below the feed tank and used for measuring weight of feeds; the infrared sensor is arranged at the periphery of the water supply pipe and used for detecting whether an animal approaches; the timer is used for providing a timing signal to the singlechip microcomputer; the input device is used for inputting set parameters to the singlechip microcomputer; the singlechip microcomputer is connected with the weight sensor, the infrared sensor, the timer and the input device and used for processing and sending a control and/or alarm signal; and the control signal input end of the singlechip microcomputer is respectively connected with the electronic control tap, the feeding machine and an alarm device. The novel intelligent dual-bucket feeding apparatus disclosed by the utility model has the advantages of strong operability, simpleness in use, safety, energy saving, environment friendliness, simple structure, very low cost, suitability of wide popularization and the like."
8,6.8181818181818175,CN106264336A,"The invention discloses a household multifunctional dust collector with a voice recognition function. The household multifunctional dust collector comprises a voice recognition device, a music playing device and a cleaning device, wherein the cleaning device comprises a processor, an ultrasonic transmitter, an ultrasonic receiver, an infrared sensor, a contact sensor, a controller and a control panel. The processor is mounted in the dust collector, the ultrasonic transmitter, the ultrasonic receiver, the infrared sensor, the contact sensor, the controller and the control panel are electrically connected with the processor, and a signal output end of the controller is electrically connected with signal input ends of a travel driving motor, a cleaning driving motor and an LED (light-emitting diode) illuminating lamp. The household multifunctional dust collector with the voice recognition function has the advantage that the dust collector can be controlled in various modes by the aid of some intelligent electronic elements additionally arranged in the dust collector."
29,6.7961165048543695,CN205144464U,"The utility model belongs to the technical field of the equipment of keeping a public place clean, a intelligent cleaning robot is proposed. It mainly includes the casing, and the lower surface of casing is provided with electronic universal wheelset, and the edge of casing is provided with infrared sensor, is equipped with servo motor in the centre of casing, and servo motor's shaft ends is connected with cleaning device, and cleaning device lies in the bottom of casing, and in the bottom of casing, the position that is close to cleaning device is provided with the dust sensor, and the inside of casing is provided with controller, battery and electric quantity detection appearance, and the outside of casing is provided with alarm and display. Dust sensor cooperation controller that this intelligent cleaning robot was equipped with through casing bottom can base area flour dirt distribution situation automatic control servo motor's work, greatly reduced the energy consumption of equipment, battery cooperation electric quantity detection appearance can show the electric quantity data of battery with the controller through the display, brought very big convenience for user's use."
129,6.796116504854367,CN2680838Y,"The utility model relates to a curtain box with anti-theft and alarm function, comprising a screen window box body and a screen net. The box body is provided with a radio wave generator which comprises a human body heat-releasing infrared sensor, integrated-operational-amplified-peripheral electronic components, and an electric wave emitting head. The electric waves generated by the device can be emitted around, and therefore, the radio wave receiving alarm device can send sound signals to give an alarm. The utility model has the functions of easy production, convenient installation, anti-theft, and alarm."
121,6.792452830188679,CN201182586Y,"A smart boot brushing machine relates to an automatic boot brushing machine, comprising a boot brushing device, a transmission device, an electric device, an electronic control device and a walking handrail; the electric device drives the boot brushing device through the transmission device; the electric device is controlled by the electronic control device; the lower part of the walking handrail is arranged at both sides of the boot brushing device; a walking channel is arranged at the lower part of the boot brushing device; a bearing is arranged on each support plate; a brush shaft is arranged inside the bearing; a brush roller is sleeved on the brush shaft; the brush roller is provided with a hair brush; the hair brush is fixed on the brush roller. The front end part of the walking handrail is provided with an infrared sensor which is connected with a micro-computer master controller; the master controller controls the motor switch of the boot brushing machine; the walking channel comprises two vertical pedals; the lower part of each pedal is grid. The upper part of the hair brush is provided with a protective plate; a nozzle is arranged under the protective plate. The machine is arranged at the underground, well-head or auxiliary wellhead boot washing pools; when the well-lifting personnel walk to the boot brushing machine, the machine can automatically work and clean the bottom, face and lateral sides of the boots of the workers."
83,6.666666666666668,CN103499965A,"The invention discloses an intelligent assisting monitoring system for a substation internet of things. The intelligent assisting monitoring system comprises a centralized management and control computer, a substation control computer, detection equipment, control equipment and an alarm device; the detection equipment comprises a video monitoring device, a smoke detecting sensor, a temperature-humidity sensor, a sulfur hexafluoride sensor, a water level sensor and an infrared electronic fence; the control equipment comprises an exhaust fan controller, an air conditioner controller, a dehumidifier controller, a draining pump controller and a foam spraying controller; the detection equipment, the control equipment and the alarm device are all connected with the substation control computer connected with the centralized management and control computer. The intelligent assisting monitoring system for the substation internet of things has the advantages of performing highly intelligentized monitoring on a substation in real time, improving the work quality and efficiency of the substation, ensuring the reliability and safety of the substation and the like."
77,6.666666666666666,CN203630582U,"The utility model discloses an intelligent transformer station object Internet auxiliary monitoring system. The intelligent transformer station object Internet auxiliary monitoring system comprises a centralized control computer, a transformer station control computer, detection equipment, control equipment and an alarm device, wherein the detection equipment comprises a video monitoring device, a smog sensing sensor, a humiture sensor, a sulfur hexafluoride sensor, a water level sensor and an infrared electronic fence, the control equipment comprises an exhaust fan controller, an air conditioner controller, a dehumidifier controller, a drainage pump controller and a foam spraying controller, the detection equipment, the control equipment and the alarm device are respectively connected with the transformer station control computer, and the transformer station control computer is further connected with the centralized control computer. The novel intelligent transformer station object Internet auxiliary monitoring system is advantaged in that the intelligent transformer station object Internet auxiliary monitoring system realizes high intelligentization real-time monitoring on a transformer substation, improves work quality and efficiency of the transformer substation and guarantees reliability and safety of the transformer substation."
57,6.666666666666666,CN104470045A,"The embodiment of the invention relates to the technical field of electronic circuits, and discloses a ranging flashlight circuit and device. The circuit comprises a control circuit, an infrared ray emitting pipe, an infrared ray receiving sensor, a display circuit and an LED lamp. The first output end of the control circuit is connected with the input end of the infrared ray emitting pipe, the first input end of the control circuit is connected with the output end of the infrared ray receiving sensor, the second output end of the control circuit is connected with the input end of the display circuit, the third output end of the control circuit is connected with the input end of the LED lamp, and the second input end of the control circuit is used for being connected with a direct-current power source. The multifunctional ranging flashlight circuit and device can achieve the intelligent illuminating function and can utilize infrared rays for measuring the distance between the circuit and a target object."
114,6.584362139917697,CN201638216U,"The utility model relates to an intelligent inquiry display device based on RFID (radio frequency identification). The intelligent inquiry display device is characterized in that: the intelligent inquiry display device comprises a system control module, a scanning collecting module and a function selecting module; the scanning collecting module and the function selecting module are respectively connected with the system control module; the scanning collecting module is matched with an external electronic tag, and transmits identified information on the electronic tag to the system control module for retrieval; the function selecting module inputs a control command to the system control module, and comprises a microcontroller, a sensor module and a plurality of touch keys; and the sensor module and the touch keys are respectively connected with the microcontroller. As the infrared sensor module and the capacitance type touch keys are arranged on the function selecting module, a single hand can realize input of the control command through blind operation; therefore, the using is convenient and easy. The non-contact input method can be realized through the shading of an infrared sensor, which can lead to longer service life of input equipment and realize lower maintenance cost. Moreover, an output display module uses an embedded projection module or a separated display screen, which enhances the portability and mobility of the intelligent inquiry display device."
86,6.572769953051642,CN103400504A,"The invention relates to an intelligent computer control signal lamp system. A camera, a light sensor, an infrared sensor and a light sensor are mounted on a signal lamp mounting cylinder; an electronic control system is arranged in the signal lamp mounting cylinder, and is provided with a microprocessor; signals acquired by the camera, the light sensor, the infrared sensor and the light sensor are all transmitted in the microprocessor; a flash memory and a PLC (Programmable Logic Controller) control circuit are electrically connected with and arranged on the microprocessor; the PLC control circuit is connected with an LED (Light Emitting Diode) traffic light device; and a public address device, the PLC control circuit and a remote server are arranged on the LED traffic light device. The system is simple in structure and reasonable in design; monitoring components are controlled by fully using the microprocessor, the flash memory and the PLC control circuit; the signal flashing time of the LED traffic light device can be adjusted automatically according to a traffic flow, a pedestrian flow and rays; the traffic efficiency is improved greatly; and the time cost is saved."
26,6.565656565656567,CN105662457A,"The invention discloses an intelligent echometer which comprises a signal acquisition device, a signal receiving and processing device, a remote diagnosis and treatment unit, an electronic medical information unit, a display device and a smartphone connecting terminal, wherein the signal acquisition device comprises an auscultation head, a signal acquisition unit, a storage unit and a peripheral driving circuit; the electronic medical information unit is internally provided with an intelligent terminal and a central server; the remote diagnosis and treatment unit comprises a inquisition terminal connected with the electronic medical information unit and at least one specialist terminal; the auscultation head is externally provided with an infrared temperature sensor. The signal receiving and processing device in the intelligent echometer is capable of performing primary diagnosis on illness state, or a doctor utilizes the remote diagnosis and treatment unit and body temperature detection data to perform diagnosis so as to obtain illness state conclusion, so that medical resources are effectively integrated, the patient can perform primary diagnosis on the illness state at home, and a lot of manpower and financial resources can be saved."
17,6.46551724137931,CN105952333A,"The invention discloses an antitheft door system based on internet of things. The system comprises an antitheft door body, wherein the upper of the front side of the antitheft door body is provided with a doorbell and a camera; the right side of the middle of the front side of the antitheft door is provided with a protection plate; an electronic control door lock, an infrared sensor and an identity verification device are embedded in the middle of the protection plate; the output ends of the infrared sensor, the identity verification device and the doorbell are connected with the input end of a controller; the output end of the controller is also connected with the input ends of the electronic control door lock, a memory device, the camera and a communication device; the controller is connected with a power supply; the controller is electronically connected with a high voltage electrode through an intelligent switch; the high voltage electrode is electronically connected with the protection plate; the communication device is connected with a mobile terminal in a signal mode. According to the system, the identity verification device and the electronic control door lock structure are adopted; the double insurance makes the antitheft door safer; the theft is effectively prevented and property safety is protected."
53,6.435643564356437,CN104644399A,"The invention provides an intelligent infrared guide system and belongs to the electronic technical field. The intelligent infrared guide system is characterized by comprising sensors, a main controller, a voice broadcast device, a memory and an audio amplifier circuit; the sensors are connected with the main controller; the voice broadcast device is connected with the main controller; the audio amplifier circuit is connected with the voice broadcast device; the memory is connected with the main controller; the sensors are arranged in the front direction, the left direction and the right direction of the guide system respectively. According to the intelligent infrared guide system, a signal of every infrared distance measurement sensor is collected through a single-chip microcomputer, the direction and the distance of an obstacle around a user are determined, an alarm prompt message is sent out through a voice chip, and accordingly the accuracy of the guide is effectively improved, the great convenience is brought to the life of the blind, the structure is simple, the carrying is convenient, the use is stable and reliable, and the popularization is easy."
18,6.4,CN105933189A,"The invention relates to an intelligent household device. An occupancy sensing electronic thermostat is described that includes a thermostat body with a curving external front surface, a matrix display developed arranged in the thermostat body and seen by a user in front of the front surface, a passive infrared sensor for measuring infrared energy and Fresnel lens formed passing part of the smooth external surface of the external front surface of the thermostat body. The Fresnel lens are formed and curved to form and conform to a part of the curving external front surface of the thermostat body. The passive infrared sensor may be positioned to aided test the approaching user who want to perform interaction with the thermostat."
40,6.310679611650484,CN204904488U,"The utility model discloses an utilize intelligent infrared inductor of wifi network transmission information, include the casing and install the optical lens on the casing, and set up at the inside infrared sensor who converts infrared radiatior energy to the signal of telecommunication of casing, the inside electronic control device that sets up of casing, the electronic control device includes power supply circuit, centralized control's treater carries out, the wifi module of being connected with the treater, still set up the antenna of being connected with the wifi module, the processing circuit who is connected with the treater, processing circuit and infrared sensor are connected, the switch drive circuit who is connected with the treater, switch drive circuit's output connection control switch, control switch connected load, the camera module who is connected with the treater, camera module is used for the video image of acquisition and supervisory control scene. The utility model discloses wifi wireless network be can insert, alarm information and control scene are provided for remote query holds to remote control can be realized, very big convenience is brought for the in -service use."
25,6.3106796116504835,CN205387160U,"The utility model discloses a theftproof intelligent control device of electric motor car, the device including the controlling means, relay that take microcontroller and with this controlling means circuit connection's human infrared inductor, fingerprint identification ware, vibration sensor, electromagnetic type head lock and electromagnetic type brake equipment, controlling means's output is connected to the input of this relay, the microcontroller 1 and the electronic car owner controlling means of electric motor car are connected to the output of relay. Whether be close to through infrared inductor monitoring human body, be close to when detecting the human body, then start the fingerprint identification ware, the fingerprint identification ware corresponds discernment to people, car, the people of matcing failing through control electromagnetic type head lock and electromagnetic type brake equipment in order to prohibit removing the electric motor car, to the people of matcing, open whole car circular telegram automatically in order to allow to use this electric motor car, the intelligence that realizes the electric motor car examine start with the intelligence theftproof, anti -theft function height, safety, convenient operation prevent burglary on the spot."
102,6.280193236714974,CN202443322U,"The utility model discloses an intelligent campus dormitory safety management system based on a radio frequency identification device (RFID) and ZigBee technology, and the intelligent campus dormitory safety management system based on the RFID and ZigBee technology comprises a sensor module, a wireless ZigBee module and a RFID electronic tag. The wireless ZigBee module is respectively connected with the sensor module and the RFID electronic tag, and the sensor module mainly comprises a current and voltage transformer, a temperature sensor, a smog sensor and an infrared sensor. The intelligent campus dormitory safety management system based on the RFID and ZigBee technology achieves wireless ad-hoc network, transmits real-time information to a management center, and is very convenient to carry out; the management center can monitor condition of some electrical product in some dormitory in real time, avoid happening of problems, and at the same time, the management center can be used coordinately with a wireless access control, and open the door at the first time when fire happens; when a thief appears, the door can be locked in time and personal and property safety of students are effectively protected."
115,6.198347107438017,CN101794302A,"The invention relates to an intelligent querying and showing device based on a wireless radio-frequency identification technology and an internet technology, characterized by comprising a system control module, a scanning and collecting module, a function selection module and an output display module, wherein the scanning and collecting module is connected with the system control module and is used for identifying and reading information of matched electronic labels and transmitting the information to the system control module for search analysis; the function selection module is used for inputting control commands to the system control module and comprises a sensor module and a microcontroller; and the output display module is used for displaying the feedback information of the system control module. Because an infrared sensor module and capacitance type touch keys are arranged on the function selection module, people can carry out single-hand blind operation to realize control command input, and therefore, the intelligent querying and showing device is convenient and easy to use; moreover, because the non-contact input mode is realized through shading an infrared sensor, the intelligent querying and showing device has longer service life and lower maintenance cost; and an embedded projection module or a separated display screen is used on the output display module, the portability and the mobility of the intelligent querying and showing device on indoor and outdoor public occasions are enhanced."
14,6.153846153846153,CN105976483A,"The invention relates to a safety protection control device for a power high-voltage laboratory, in particular to an intelligent security control device for a high-voltage laboratory. The intelligent security control device solves the problem that a current high-voltage laboratory is lack of a safety protection control system. The intelligent security control device comprises an induction automatic door machine unit, a fingerprint face recognition access control machine and a high-voltage security controller, and further comprises a door opening and closing sensor, a microwave infrared dual technology detector and a multifunctional expander, wherein the induction automatic door machine unit consists of an automatic door with an electromagnetic mortise lock thereon, an automatic door machine controller and a power system; the high-voltage security controller comprises a binary counter, a latch and an MCU (Microprogrammed Control Unit); the output end of the latch is connected to the input end of the MCU; the door opening and closing sensor is used for detecting opening and closing of the automatic door; the microwave infrared dual technology detector is arranged in a high-voltage test area for detecting movement of a human body. The output end of the MCU is further connected to an LED (light-emitting diode) screen and electronic police. The intelligent security control device provides reliable security control for the high-voltage laboratory, and solves the safety problem of the high-voltage laboratory, so that equipment damage and a personal injury accident can be effectively avoided."
10,6.103286384976527,CN205698568U,"The utility model discloses a medical intelligent phlegm box, including phlegm box body, phlegm box body includes box body and first lid, the box body is divided into the control room and stores up the phlegm room, the bottom of box body is located in the control room, still be equipped with the second lid on the first lid, the second lid is less than first lid, the second lid is equipped with first electronic lock with the contact point of first lid, first electronic lock electricity is connected microcontroller, be equipped with infrared ray sensor on the first lid, infrared ray sensor pass through D the converter connect microcontroller, store up that phlegm is indoor to be equipped with at a distance from the phlegm device, be equipped with pressure sensor on first door and the second door, pressure sensor pass through D the converter connect microcontroller. The utility model provides a medical intelligent phlegm box of convenient operation, safety and sanitation, it is convenient to use not only, and opening with closed of its lid of intelligent control is kept apart the sputum in the bottom moreover to prevent to propagate the disease."
21,6.010928961748634,CN205523218U,"The utility model discloses an intelligent pen relates to the stationery field, include: the pen -holder and the cap for brush, be equipped with battery, microcontroller, GPS orientation module, wireless communication module and voice alarm device in the pen -holder, be equipped with electronic watch and timer on the pen -holder outer wall, the pen -holder inner wall is equipped with with hotting mask and temperature sensor, cap for brush top is equipped with infrared range finder, the battery is used for for each power consumption module power supply, temperature sensor the timer with infrared range finder all with microcontroller's input is connected, voice alarm device with microcontroller's output is connected, GPS orientation module with wireless communication module all with microcontroller's input/output end is connected. The utility model discloses can monitor user's positional information, can be used for reminding the user correctly to use the eye, can be regularly and the display time, and can keep warm to user's hand."
76,5.9523809523809526,CN103850488A,"The invention discloses an intelligent curb parking device, comprising a parking mechanism, a parking control system and a solar power supply mechanism, wherein the parking mechanism comprise a vehicle loading platform frame, a vehicle loading plate, a vertical column, a slope plate, a rotary platform, a driving shaft, a reducing motor and a gas spring; the parking control system comprises a control box and a control circuit; the control circuit comprises a main controller module, a power supply management circuit module, a data storage circuit module, a touch type liquid crystal display screen, a vehicle loading plate retracting button switch, a vehicle loading plate put-down button switch, a sound sensing switch, an infrared sensor, a pressure sensor, a motor driver and an encoder; the solar power supply mechanism comprises a solar photovoltaic plate, a storage battery, a battery electronic quanty detection circuit module and a charge control circuit module. The intelligent curb parking device disclosed by the invention has the advantages that the design is reasonable, the intelligence degree is high, the problem of parking difficulty is solved, the device can be folded as required without influencing the use of a road, the realization cost is low, the energy is saved, the environment friendliness is provided, the use effect is good, and the popularization and the use are facilitated."
33,5.9523809523809526,CN205091591U,"The utility model discloses an electronic sensor for amusement equipment, including casing and interior control circuit, control circuit include that infrared lazer feels equipment detection device, infrared radio frequency sensing circuit unit, intelligent control ware, power module, communication interface circuit, image processing module, GSM module, CDMA module, RFID module and alarm module, the instruction that comes from communication interface circuit of intelligent control ware receive real -time, press each partial circuit coordination work of program control, simultaneously the intelligent control ware to communication interface circuit sends the intact data of self operation, alarm module be connected with communication interface circuit, communication interface circuit still respectively with GSM module, CDMA module and RFID module be connected. The utility model has the characteristics of high accuracy, high stability, low -power consumption etc, and the reliability is high, intelligent degree is high, convenient operation, long service life."
