,Frequency,Pnumber,Abstract
39,1.2422360248447204,US2017170545A1,"An electronic device may be provided with wireless circuitry. The wireless circuitry may include an antenna. The electronic device may have a housing in which control circuitry and radio-frequency transceiver circuitry is mounted. The transceiver circuitry may be used to transmit and receive radio-frequency signals with the antenna. The housing may have a housing wall with a locally thinned portion aligned with the antenna. The antenna may have a sheet metal layer attached to a plastic cavity with a layer of adhesive. Recesses in a printed circuit may receive prongs formed from a sheet metal layer. The plastic carrier may have cavities separated by ribs. The sheet metal layer may form a planar inverted-F antenna resonating element, a ground plane, a return path between the resonating element and ground plane, and a feed path that extends along one of the ribs and into an opening in the printed circuit."
83,1.2345679012345678,LT2016024A,"Household container for biohumus relates to composting devices and can be used for composting of bioresolvable waste. Household container consisting of a metal frame and the receptacle for surplus water collection, and a perforated metal drum (1) is placed on warmed concrete ring support wheels (9), where the ring (7) at the bottom of drain tube (11) introduced into the plastic container (12) for surplus water collection."
111,1.2195121951219512,US2017156352A1,"A rotary cylindrical mould member and a method for its production, is adapted to be used in a system for moulding three-dimensional products from a mass of one or more food starting materials which are suitable for consumption. The method includes preparing at least one mould body forming part of the cylindrical outer surface of the mould member, wherein one or more recessed mould cavities are formed. Subsequently preparing a support member defining one or more fluid channels, recessed in the support surface Heat emitting parts or particles are provided close to the inner surface of the mould body and/or the supporting surface of the support member. Energy is provided to the heat emitting parts or particles, thereby causing the parts or particles to emit heat and thereby locally melt the adjacent porous first plastic and the second plastic to obtain a weld and thereby secure the support member and the mould body to each other."
80,1.2195121951219512,PH22017000149U1,"This utility model disclosed a plastic buckle which comprises a complementing pair of male bolt member and female catch member. Male bolt member includes a resiliently bendable locking arm extending forwardly from a planar body thereof, and a sliding stabilizer integrally provided at the underside of the planar body. Female catch member includes a planar bottom portion and a socket-type structure provided at the rearward side thereof wherein the locking arm is insertably accommodated into the socket-type structure."
24,1.2048192771084338,US2017171961A1,"According to various aspects, exemplary embodiments are disclosed of board level shields that include film and/or foil (e.g., electrically-conductive plastic film, metallized or metal plated film, metal foil, reinforced foil, poly-foil, etc.) covers or lids. Also disclosed are exemplary embodiments of methods relating to making EMI shielding apparatus or assemblies. Additionally, exemplary embodiments are disclosed of methods relating to providing shielding for one or more components on a substrate."
55,1.1904761904761905,WO2017097005A1,"A device for transferring an industrial emulsion explosive comprises: two piston-type transfer pumps (1); and a material storage bin (2). Each piston-type transfer pump (1) comprises: a supply tank (111, 121); a supply piston (112, 122); a piston rod (113, 123); and a drive cylinder (114, 124). The supply tank has a feed inlet and a discharge outlet. The supply piston (112, 122) is provided with a pull plate (101) and a communicating hole (102) in communication with a rod cavity and a rodless cavity. The piston rod (113, 123) is driven by the drive cylinder (114, 124) extend or retract. The piston rod (113, 123) is connected to a sealing plate (103) and a discharge switch valve (3) configured to control opening and closing of the discharge outlet of a corresponding one of the two piston-type transfer pumps (1). The device has a simple and compact structure and high stability in transferring a material, can be manufactured easily at low manufacturing costs, and is very safe. Also provided is a method for transferring an industrial emulsion explosive. The method comprises: supplying, by two pressure oil sources (5, 6), oil to respectively drive the two piston-type transfer pumps (1) to suck, pre-compress and transfer a material; and upon performing a switch, supplying, by the same pressure oil source (5), oil to cause the two piston-type transfer pumps (1) to compress and transfer the material simultaneously, and then performing a switch between the discharge switch valves (3), thereby achieving a pulseless and stable switching, and increasing transfer stability."
81,1.1764705882352942,PH12015000388A1,"A tricycle roof advertising signage comprising a skeletal structure having a signage being held thereof, said skeletal structure being made such that it is capable of attachment to the tricycle roof support, the advertising message is provided on said skeletal structure being made such that it is capable of insertion in tigthly manner on the said elongated structure, and a plurality of bolts and knots, rebits or plastic cable tie are provided to fixedly held the advertisement body in place."
12,1.1764705882352942,US2017169702A1,"A wall-mountable wireless control device may include an antenna (e.g., a slot antenna or a hybrid slot-patch antenna) for transmitting and/or receiving radio-frequency signals, and may have a conductive material on a large amount (e.g., greater than or equal to approximately 85%) of a front surface of the control device. The wireless control device may operate consistently when installed with different types of faceplate assemblies (e.g., faceplate assemblies having metal and/or plastic components) and when installed with different types of electrical wallboxes (e.g., metal and plastic wallboxes). A faceplate comprising a conductive element may be installed on the wireless control device, such that the conductive element operates as a radiating element of the antenna. The wireless control device may comprise a conductive member (e.g., a conductive label or a conductive strap) extending around a rear enclosure of the wireless control device between opposite sides of a conductive yoke."
15,1.1235955056179776,US2017167635A1,A securing device for mechanical components that is comprised of the securing device is designed as a longitudinal plastic strip comprised of a first complementary tab and a second complementary tab. The first complementary tab and the second complementary tab interlock together and rest flush against one another in a manner that lines up the hole of the first complementary tab with the hole of the second complementary tab. The securing device may be surrounded by a cushion to improve the securing functionality of the device.
131,1.1235955056179776,US2017159898A1,"Disclosed herein is a multi-element flexible strap light which includes a plurality of light elements disposed on a flexible chassis. The flexible chassis may include a first flexible layer, a printed circuit board, and a second flexible layer. The flexible chassis may be further contained within a third flexible layer, such as a layer of polycarbonate plastic. Further disclosed is a multi-element flexible strap light system which includes a plurality of light elements disposed on a flexible chassis and a remote battery."
29,1.1049723756906078,US2017166752A1,"An anti-glare, texture coating is described. The coating comprises an emulsion comprising (a) water, (b) a first particle comprising particles having an average particle size of greater than 0 but less than 10 microns and comprising acrylic beads, (c) an acrylic-based carrier and (d) a second particle comprising particles having an average particle size of from about 10 microns to about 125 microns and comprising polyamide, polyethylene, polypropylene, polytetrafluoroethylene or combinations or combinations of such. The combination of the water, the first particle and the acrylic-based carrier comprises from about 75% to about 95% by weight of the coating, and the second particle comprises from about 5% to about 25% by weight of the coating. Also described is a packaging material comprising (a) the coating and (b) a substrate comprising metal, glass, paper, plastic or thermoplastic. Further described is a method of rotogravure printing the coating to the substrate."
26,1.0638297872340423,US2017165893A1,"A method of producing a microporous plastic film is disclosed. The method achieves various characteristics such as strength while having an excellent appearance grade by using a wet stretching method. The method includes kneading a diluent and a polymer with an extruder to produce a kneaded polymer, discharging the kneaded polymer into a sheet, and stretching the sheet in a conveying direction of the sheet with a plurality of rollers. The diluent is applied to at least one of the rollers and the sheet while stretching the sheet."
64,1.0443864229765014,CA2969070A1,"The subject of the invention is a method for utilization of plastic and other waste materials in the energy industry, during which method we utilize plastic, rubber and other waste materials, which are dangerous to the environment, such waste materials are available in large quantities and cannot be utilized otherwise, and the end products are generated with low emission levels serve as sources of energy and other industrial materials, and are suitable for use in the energy industry, the power plants, modern burners as well as by internal combustion engines. The subject of the invention furthermore the apparatus for the realization of the method. During the method according to the invention pre-shredded, solid plastic and/or rubber waste in the prescribed size is being heated and decomposed by a thermocatalityc decomposition process, and the steams and gases, which develop are cooled and are separated into their components in liquid and gas phase. The method is characterized by that, the shredded solid waste is fed in to a melting unit (4), which is made of two sequentially linked melting equipments (41,42), where one of which the first melting equipment (41) is constructed with an extruder axis (39) with a thread interruption (44), which shall cause solidity of the melted feedstock and formation of a compaction and a plug, thereby forcing the gases and steams to escape from the feedstock and to prevent back-flow of gases, furthermore after the first melting equipment (41) via an interconnecting pipeline (28) a second melting equipment (42) is mounted, from where the properly heated high pressure melted feedstock flows into the thermocatalityc reactor (7), where thermal decomposition of the hydrocarbon polymers in the feedstock takes place, then is followed by the collection and storage of the liquid product oil and gaseous end products as well as the further use thereof. The invention is furthermore apparatus for utilization of plastic and other waste materials in the energy industry, which is characterized by that, the apparatus is designed to apply the method according to the invention."
36,1.0416666666666667,US2017165884A1,"A method for producing a plastic vehicle attachment part is described, wherein a polymeric film is laid in an injection mold, the polymeric film having an opaque or semi-opaque imprint or a color pigmentation. The polymeric film is back injected with a polymeric covering part. wherein the polymeric covering part is optically transparent. A polymeric carrier part is sprayed at least on a part of the surface of the polymeric covering part facing away from the polymeric film. A protective layer is applied at least on the polymeric film."
96,1.0416666666666667,RU2619933C1,"FIELD: chemistry.SUBSTANCE: repair and replacement additive to liquid and plastic lubricant containing molybdenum disulfide, fullerenes and fullerene derivatives, high oleic vegetable oil with an oleic acid content of at least 60…80 wt %, shungite contains the following component ratio, wt %: molybdenum disulfide - 1.0…20, fullerenes and fullerene derivatives - 1.0…10 shungite -1.0…25, high oleic vegetable oil with an oleic acid content of at least 60…80 wt %, the content of additives in the lubricant is 1.0-10.0 wt %.EFFECT: increase the strength properties.3 tbl"
9,1.0309278350515465,US2017167804A1,An outer plastic tube has water connections through the wall into an annular space defined by an O-ring spacer-gasket positioned between the wall and the perimeter margin of an inner cylinder rolled from a single-layer of sheet metal. A metal drainpipe with a removable bullet-shape at one end is forced through the cylinder to expand it and to thereby compress the gasket sealing the annular space. Thermal contact conductance is increased by the compressive force of water pressure. Water flow through the heat exchanger is both annular and turbulent to optimize heat transfer.
130,1.0309278350515465,US2017162489A1,"A lead frame sheet of flat no-lead lead frames having a semiconductor die on a die pad, terminals, and plastic encapsulation except on a back side of the sheet to provide an exposed thermal die pad, exposed side walls, and exposed back sides of the terminals. A solder wetable metal or metal alloy plating layer is on the back side and on the exposed the walls of the terminals. The exposed thermal pad and the hack side of the terminals each include a contact region which lacks the plating layer."
62,1.0,AU2017203445A1,"R~km~lnerwvenNR~nblDCCKMH145576_1.oex23/05/'2017 The application is directed to an extracorporeal blood processing system capable of using dialysate to prime the system. A plastic molded compact manifold supports molded blood and dialysate fluidic pathways along with relevant sensors, valves and pumps. The compact manifold is also disposable in one embodiment and can be detachably installed in the dialysis machine. A two-way valve in the manifold is used to direct the dialysate flow through the blood circuit to prime the circuit for use in treatment. Figure 11 Figure 11 xcorporeal, Inc. im Hemodialysis Set 1125 DIALYZER PRIMING MODE"
6,0.9433962264150944,US2017170645A1,A sensor for measuring current of the Rogowski-torus type including a carrier made of a magnetic materials and a secondary winding wound on the carrier in order to deliver an electrical signal representative of a current flowing in a conductor passing through the interior of the torus. The carrier is made essentially of a moulded rigid plastic material and includes at least one exterior recess distributed over the length of the body of the carrier. The recess includes at least two grooves that are separated by a partition The protecting and measuring device and the electric circuit breaker include such a current sensor.
53,0.9009009009009008,WO2017098086A1,"A coaxial cable connector (510) for connecting a coaxial cable (512), wherein the connector (510) comprises a ferrule (510b) arranged to be configured in electrical contact with at least one metal braid layer of the coaxial cable (512), the ferrule (510b) comprising an elongated body for the electrical contact with said at least one metal braid layer of the coaxial cable, wherein the body is plated with tin or made of zinc or zinc alloy; and a base (510a) plated with nickel or nickel-tin or at least partly covered with a plastic."
13,0.8849557522123894,US2017167996A1,"The present disclosure relates to a method for manufacturing a conductivity sensor, including a conductive conductivity sensor, including method steps of producing a thermoplastic sensor body of a plastic, which is doped at least partially with a laser activatable, metal compound as an additive, radiating the sensor body at doped locations by means of a laser, so that conductive metal nuclei form from the metal compound, immersing the sensor body in a metal bath, until at least one conductive trace forms on the region having the metal nuclei, where the at least one conductive trace serves as an electrode of the conductivity sensor."
60,0.8771929824561403,AU2017100464A4,Stand to hold portable coffee machine and coffee capsules with a spillage tray to catch over spill. The stand designed to hold a portable coffee machine upright through 2 support rings positioned one above each other. The stand designed to hold coffee capsules with specific holes to hold capsules. Stand base and Support rings will be able to be folded to pack flat. Stand will house a spill tray on base with grill tray cover. The support rings will have rubber cover to protect the coffee machine and will allow machine to be adjusted up or down. The stand could be made of metal or plastic material.
119,0.8695652173913043,US2017159303A1,"A scaffolding panel system, preferably of molded plastic, that includes floor panels, kick panels, safety doors, corner panels, and intersection panels. The panels attach to the scaffolding via snap locks molded into the panel. The snap locks may be augmented with magnets. The floor, intersection, and corner panels abut linearly with trapezoidal extensions fitting into complimentary trapezoidal indentations along complimentarily beveled end edges. The floor, intersection, and corner panels may have beams extending on the panel bottoms and may have perforated portions on the top surface. The beams may be used for routing wiring and lights, as desired."
118,0.8333333333333334,US2017159605A1,A cylinder head cover and a method for producing a cylinder head cover are disclosed. The method for producing a cylinder head cover may include: providing at least two metallic bearing bridges including a respective through-opening for mounting at least one camshaft and aligning the respective through-opening of the at least two bearing bridges axially relative to one another; connecting at least one metallic connection element to the at least two bearing bridges in a fixed manner so that the at least two bearing bridges are fixed and aligned relative to one another; and at least partially overmoulding the at least two bearing bridges and the at least one connection element with a plastic material.
34,0.8130081300813008,US2017165896A1,"The disclosure relates to forming shaped thermoplastic articles having smooth peripheries. Many thermoplastic articles have sharp edges formed upon molding or cutting the article from a feedstock sheet. Such sharp edges can damage thin plastic films or flesh which they contact, and smoothing the edges is desirable. Described herein are methods of forming a smooth periphery for such sharp-edged articles by rolling over the sharp edge. The smoothing operation is performed by forming a deflectable flange including a bend region separated from the potentially sharp peripheral edge by a spacer, deflecting a portion of the deflectable flange, and softening at least one bent portion of the deflectable flange to yield a smooth periphery upon cooling."
65,0.8130081300813008,CA2968834A1,"A dual material Y-connector for use in connection with medical tubing systems and the like includes an inner core made of a first material such as a rigid plastic material and an over-layer made of a second material such as a pliable thermoplastic elastomer. The Y-connector comprises a primary arm, a secondary arm and a convergence arm all in fluid communication with one another and may include a tubing segment bonded to the Y-connector convergence arm. The first material can be a transparent copolyester and the second material can be a translucent thermoplastic elastomer. Threaded caps having a multi-indentation configuration can be tethered to one or more arms and be configured to seal one or more Y-connector ports."
58,0.78125,AU2015336939A1,"A flexible die head for continuously extruding pipe may have a flexible ring mandrel (112). A second, open end (120) of the ring mandrel (112) near the die exit may be continuously and resiliently formed to a non-circular shape whilst extruding the pipe so as to provide an extrudate profile to counter slump in plastic pipe forming. Symmetric and asymmetric shapes may be formed by the ring mandrel (112). The second end (120) may be flexed or otherwise distorted by use of a flexing means (122). The ring mandrel (112) may also be necked in a circumferential portion to order to further improve the forming of non-circular shapes."
122,0.7575757575757576,US2017157902A1,"Provided herein are ecologically friendly waterproof fabrics that include a base fabric having a body-facing surface and an outward-facing surface, and a hydrophobic, waterproof barrier disposed on the outward-facing surface of the base fabric. The base fabric may be a wicking fabric or may be treated with a compound that enhances wicking, and the hydrophobic, waterproof barrier may include a plastic polymer, polyurethane, polyethylene, and/or polytetrafluoroethylene. The waterproof fabrics also may include an abrasion-resistant coating and/or a PFC-free durable water repellant (DWR) agent disposed on an outward-facing surface of the hydrophobic, waterproof barrier, and one or both of the abrasion-resistant coating and/or PFC-free DWR agent may be discontinuous. Also provided are methods of making a waterproof fabric."
75,0.7575757575757576,CA2962495A1,"The present invention relates to a molded plastic rectangular front plate for a V-type filter, said front plate having a front surface and a back surface, characterized in that the back surface of the front plate comprises a support structure protruding in a plane substantially perpendicular to the back surface of the front plate and extending along a major portion of the length of a side of the back surface of the front plate such that the thickness of the front plate in the direction from the front surface to the back surface is increased towards the middle and reduced towards the ends of the front plate side. The present invention further relates to a V-type filter frame and a V-type filter assembly comprising such a front plate."
40,0.746268656716418,US2017167185A1,"A window assembly includes an inside frame, and outside frame, a glazing panel and a set of connectors that serve to seat, or positively locate, the glazing panel relative to one of the frames, and also positively to locate the inside and outside frames relative to each other. The members of the frames and the connectors may all be extrusions. The connector may have non-releasing, one-way engagement fittings that snap fit together with mating fittings on the frames. The frames may be made of a metal such as aluminum. The connectors may be made of a thermal insulator, such as a plastic of other composite material, that may tend not to form a thermal bridge between the inner and outer frames."
144,0.746268656716418,WO2017096080A1,A system of attachment surface structures that find their best use in the form of repeatedly removable straps and bands for securing one object to another. The surfaces are preferably constructed of narrow sheets of flexible polymer plastic materials having generally high tensile strength. A first embodiment includes shaped parallel ridges on one surface that interlock with mating parallel ridges on an opposing surface. These parallel ridges may be double sided (interlocking on both sides of each shaped ridge with the next shaped ridge on either side) or single sided (interlocking with a single ridge oriented 180 degrees from the first). Further embodiments include an array of shaped posts of various regular geometric shapes that interlock with an opposing array of similar or distinct posts.
132,0.7352941176470589,US2017158898A1,"A double-switching heater includes a double-switching PTC ink deposited on a substrate to form one or more resistors. The double-switching PTC ink has a first resin that provides a first PTC effect at a first temperature range and a second resin that provides a second PTC effect at a second temperature range, where the second temperature range is higher than the first temperature range. The substrate may be a flexible substrate or a rigid substrate, and may bedeformable to generate a three-dimensional structure. The substrate may be: polyester, polyimide, polyamide, polypropylene, thermoplastic polyurethane, fiberglass, cement board, carbon composite materials, polyethylene terephthalate, polyethylene, aluminum, steel, glass composite, molded plastic, high-density polyethylene or styrene ethylene butylene styrene."
63,0.7246376811594203,AU2014409009A1,"Provided is a ground station for an intrinsic safety-type latex matrix, which relates to the field of latex matrix preparation processes and equipment techniques for mobile ground auxiliary facilities in the civil explosive industry, and comprises a water phase tank (2), an oil phase tank (11), a water phase pump (5), an oil phase pump (9) and a static emulsifier (7), wherein an inlet and outlet of the water phase pump (5) are respectively connected by means of pipelines to an outlet of the water phase tank (2) and a water phase inlet of the static emulsifier (7), and an inlet and outlet of the oil phase pump (9) are respectively connected by means of pipelines to an outlet of the oil phase tank (11) and an oil phase inlet of the static emulsifier (7); and the ground station uses a fully static emulsifier as emulsifying equipment, which is a latex matrix preparation and delivery device without stirring, mechanical shearing and matrix pump delivering of a colloid in the matrix emulsifying process, the static emulsifier is designed by a principle of jet-type vortex flow emulsion, and the prepared latex matrix is directly filled into a colloid tank in an emulsification mixed and charged truck from an outlet of the static emulsifier by means of a flexible pipe, thereby eliminating the possibility of thermal explosion of mechanical frictions, and also reducing the total energy consumption of the entire production line."
38,0.7194244604316546,US2017165895A1,"Method for moulding and sterilizing a container made of plastic material, comprising the steps of: opening a mould (4) made of metal material; inserting a parison (3) into the mould (4); closing the mould (4); inserting a stretching rod (23) made of metal material into the parison (3); blowing and stretching the parison (3) in such a manner as to obtain the container; keeping the stretching rod (23) inside the moulded container; evacuating the blowing fluid; applying a voltage difference between the stretching rod (23) and the closed mould (4) in such a manner as to transform the fluid at atmospheric pressure remaining inside the moulded container into plasma."
76,0.7142857142857143,US9677238B1,"A conventional pneumatic fender has an outer protection cover composed of used tires and steel chains. Due to the high friction coefficient at the tire side surfaces and the ship motion induced high impact forces, the lateral friction forces could be very high. These high friction forces not only increase the wearing damages at the tire side surfaces, but also cause scratching damages to the paints on the ship outer shell. A new type of outer protection cover using plastic plates is utilized to replace used tires and steel chains in order to reduce the wearing damages to the fender and to reduce the scratching damages to ship outer shell paints. Such reduction should be able to help the shipping industry achieve cost savings from decrease of scheduled ship re-paintings in dry docks."
18,0.7142857142857143,AU2017100544A4,Abstract An Oral Cream/Gel Applicator with a light source to improve the process of identifying and precisely locating mouth ulcers /mouth lesions and to improve the process of applying oral creams and gels to mouth ulcers/lesions by: 1. illuminating the inside the mouth; and 2. using the applicator rather than fingers to apply oral creams/gels to the mouth ulcer/lesion. The applicator is a battery powered torch with a light source at the end of the torch stem. Fitted to the stem is a detachable clear plastic 'elbow' with a rounded end piece fixed to the 'elbow' on which the oral cream/gel is first applied and then subsequently applied to the ulcer/lesion. The total length of the applicator is approximately 15 centimetres and the width approximately one centimetre wide to accommodate a battery.
104,0.6944444444444444,US2017162740A1,"An energy conversion device comprises at least two thin film photovoltaic cells fabricated separately and joined by wafer bonding. The cells are arranged in a hierarchical stack of decreasing order of their energy bandgap from top to bottom. Each of the thin film cells has a thickness in the range from about 0.5 μm to about 10 μm. The photovoltaic cell stack is mounted upon a thick substrate composed of a material selected from silicon, glass, quartz, silica, alumina, ceramic, metal, graphite, and plastic. Each of the interfaces between the cells comprises a structure selected from a tunnel junction, a heterojunction, a transparent conducting oxide, and an alloying metal grid; and the top surface and/or the lower surface of the energy conversion device may contain light-trapping means."
4,0.6944444444444444,US2017171920A1,"An induction humidification system is disclosed. The induction humidification system includes a base having a circumferential induction coil and a removable and replaceable cartridge received within the interior space defined by the induction coil. The canister has a nonmetallic housing, such as a plastic housing, within which a ferromagnetic member having a circumferential sidewall is disposed. When the canister is received within the base, the ferromagnetic member sidewall and the induction coil are radially overlapping such that a current applied to the induction coil causes the ferromagnetic member to be heated which in turn causes water held within the canister to be converted to steam. Once the ferromagnetic member has reached the end of its useful life, the canister can be simply replaced with a new canister that can be received by the original base."
49,0.6944444444444444,WO2017099139A1,"[Problem] To provide a curable composition which has satisfactory adhesion to a wide range of substrates and shows excellent adhesion to inorganic materials, in particular, glasses, and plastic materials and which has scratch resistance such that no damage is caused even by nail scratching, the curable composition being suitable for use especially in coating agents, inks, etc. [Solution] A curable composition which comprises a compound (A) having one or more (meth)acryloyl groups and one or more hydroxy groups in the molecule, the number of the (meth)acryloyl groups being equal to the number of the hydroxy groups, and a polymer (B) including a (meth)acrylate as an essential constituent monomer unit and having a weight-average molecular weight of 1,000-30,000."
105,0.6896551724137931,US2017159694A1,"A component connection has a first component, which consists of a metal material, a ball likewise consisting of a metal material, which is welded to the first component, and a second component which has a through-hole and a collar which projects from a top side of the second component, is bent upwards and extends circumferentially around the through-hole. The two components are joined to each other such that the ball projecting from the first component projects into the through-hole provided in the second component or even partially through the through-hole. The second component is arranged so that the collar protrudes from the first component. The second component is a sandwich component which has a middle layer of a plastic material, the middle layer being located between an upper metal layer and a lower metal layer."
79,0.6896551724137931,PH22017000137U1,"The present utility model discloses paperboard food bucket comprising a tapering cylindrical-shaped bucket member having an associated cover removably mounted thereon. It is made of paperboard material which is coated with plastic film to make it smooth and glossy. The bucket is made such that it has a reinforced bottom portion that is leak-proof. Its cover has a plurality of notches provided on the circumferential rim thereof adapted to easily lift and remove said cover member from the bucket member and also serves as heat vents. It is also provided with plurality of heat vents in the form of aperture to preserve the crispiness of the food contain therein especially if the food is fried like chicken, fries, etc. Further, the cover is being provided with holder for container for gravy, or sauce or dip."
113,0.6849315068493149,US2017156483A1,"A toothbrush comprises a plurality of bristles, each of which comprises an upper part and a lower part, wherein toughness of the lower part is smaller than the toughness of the upper part, an enrooting member into which the bristles are enrooted, wherein the enrooting member comprises a plurality of enrooting holes that receive the plurality of bristles, wherein each of enrooting hole comprises an enrooting recess that receives the lower part of the bristle. A method of manufacturing a toothbrush comprises steps of cutting a predetermined length from a plastic wire; processing the cut wire into a bristle having an upper part and a lower part, wherein toughness of the lower part is smaller than the toughness of the upper part; and enrooting the bristles into a plurality of enrooting holes of the enrooting member."
37,0.6802721088435374,US2017165874A1,"(1) for moulding a container starting with a parison (3) in plastic material, comprising: two half-moulds (4a, 4b) defining at least one housing cavity (5) for the parson (3); a stretching rod (23), made of metal material and insertable into said parson (3) to stretch it; a hollow body (25), made of metal material, sized so as to envelop at least partially the parison (3) placed in said housing cavity (5), a voltage difference being applied between the stretching rod (23) and the hollow body (25) so as to generate a plasma inside said housing cavity (5), said plasma having a pressure equal to or higher than the atmospheric pressure."
50,0.6802721088435374,WO2017097179A1,"A carbon brush cylinder and a motor. An inner surface of the carbon brush cylinder (1) encircles and thus forms a space for bearing a carbon brush (2), wherein heat dissipating grooves (b, c, d, e) are arranged at interior angle positions of the carbon brush cylinder (1). Due to the heat dissipating grooves arranged at the interior angle positions of the carbon brush cylinder, heat accumulated at the interior angle positions of the carbon brush cylinder is rapidly released, and thus the excessively high temperature at the interior angle of the carbon brush cylinder is avoided, and the risk of plastic melting at the interior angle positions of the carbon brush cylinder is reduced, extending the service life of the carbon brush cylinder and the carbon brush."
114,0.6802721088435374,US2017157619A1,"The invention relates to a device for fixing and aligning cutter blades for a system for fine comminution and/or for emulsification of semisolid, plastic or plastoelastic substances, in particular raw substances for food production, comprising means for the detachable fastening of the cutter blades (3) to a cutter drive shaft (4). Furthermore, according to the invention, a single-part or multi-part support or carrier body (6) is provided which extends under or over the cutter blades (3) and which is connected, radially at the inside, to the cutter drive shaft (4), wherein a positively locking and/or non-positively locking connection is formed at least radially at the outside between the associated end of the support or carrier body (6) and the respective cutter blade (3)."
101,0.6756756756756757,US2017156980A1,"A liner for containing a soaking solution in use with a foot spa features two bodies of plastic which are joined at an interface therebetween so as to form two, individual layers. An air conduit is formed between the two layers so as to provide a passageway for pressurized air, which is supplied by an air discharge apparatus, across walls of the liner and into the soaking solution. The inner layer has openings such that the air guided through the air conduit can be released into an inside volume of the liner where the soaking solution is containable. Furthermore, the outer layer is imperforate from a location thereon at which a starting end of the air conduit is disposed to a free end of the layers so as to isolate the inside volume of the liner from the soaking basin."
140,0.6711409395973155,US2017159753A1,"A planetary gear box assembly includes a plastic gear box housing and a first and a second monolithic housing part. The first-stage and second-stage housing parts each have an end face on one axial end of the housing part, and a surrounding wall. A first-stage ring gear is formed inside the surrounding wall of the first-stage housing part, and a second-stage ring gear is formed inside the surrounding wall of the second-stage housing part. The planetary gear box assembly has a planetary gear carrier with a generally cylindrical carrier body with a cylinder wall and a window extending through the cylinder wall. The window is axially adjoined by a first and a first radial pocket. The first and first radial pockets are radial indentations in a radially outer surface of the cylinder wall and accommodate planetary shaft ends of planetary gears."
150,0.6535947712418301,WO2017094413A1,"Provided is a band saw in which a plastic housing is used in order to reduce the weight of a device, and in which the likelihood of a blade dislodging from a guide roller is reduced. A first guide roller mechanism 30 and a second guide roller mechanism 40 have a pair of cylindrical guide rollers that rotate while being in contact, respectively, with the outer peripheral side and the inner peripheral side of the blade 20. The tip sides of the guide rollers 31, 41 and the guide rollers corresponding to the guide rollers 31, 41 are inclined with respect to the direction in which the blade runs. As a result, a force acts on the blade in the direction opposite that in which the blade is dislodged, making it possible to stabilize the position in which the blade is running."
41,0.6535947712418301,US2017167673A1,"A swivel-type night light includes a housing, a socket mechanism, a bulb mechanism, a switch, a fixed seat, an intermediate seat, a connecting seat, a bottom ring, a positive blade, a negative blade, a positive conducting plate, a negative conducting plate, and a conducting member. The positive blade has a first tongue contacting with the positive conducting plate. The negative blade has a second tongue contacting with the negative conducting plate. A bulb is mounted on the bulb mechanism and is electrically connected with the conducting member by an internal thread. The fixed seat is rotatable relative to the connecting seat through 360 degrees. A plastic ring is arranged between the positive conducting plate and the negative conducting plate to prevent the positive conducting plate and the negative conducting plate from contacting with each other."
98,0.6514657980456026,US2017158105A1,"A foot-rest structure for the driving side of the floor of a motor vehicle comprises a foot-rest support, secured to the floor panel of the motor vehicle, a covering element mounted on said foot-rest support, and a lateral trim panel having a front edge connected to said covering element. The foot-rest support is constituted by a three-dimensional body made of plastic material, defining a three-dimensional volume projecting from the floor panel, adjacent to said lateral trim panel, and having an inclined front surface, a top surface, and at least one lateral surface, which faces the inside of the passenger compartment of the motor vehicle. The covering element is constituted by a body made of plastic material, which is arranged over said foot-rest support and has an inclined front wall arranged over said inclined front surface of the foot-rest support and defining a foot-rest surface, and a top wall and a side wall arranged over said top surface and said at least a lateral surface, respectively, of said foot-rest support. The covering element and the foot-rest support are provided with engagement elements and seats cooperating with said engagement elements for their mutual rigid connection. The front edge of the lateral trim panel is connected only to said covering element, without any direct connection to said foot-rest support. The covering element has the aforesaid inclined front wall that, on a side edge thereof facing the lateral trim panel, forms a channel in which the front edge of the lateral trim panel is received, said front edge of the lateral trim panel and said channel having engagement elements and seats cooperating with said engagement elements for rigid connection of the lateral trim panel to said covering element."
109,0.6451612903225806,US2017159043A1,"A method for producing silicate-containing magnetic particles having a closed and tight silicate layer and high purity. In addition, the novel method prevents an uncontrolled formation of aggregates and clusters of silicates on the magnetite surface, thereby having a positive influence on the properties and biological applications. The method enables depletion of nanoparticulate solid substance particles on the basis of a fractionated centrifugation. The silicate-coated magnetic particles exhibit optimized magnetization and suspension behavior as well as advantageous run-off behavior from plastic surfaces. These highly pure magnetic particles coated with silicon dioxide are preferably used for isolating nucleic acids from cell and tissue samples, whereby the separating out from a sample matrix ensues by means of magnetic fields. The particles are particularly well suited for the automatic purification of nucleic acids, mostly from biological body samples for the purpose of analyzing them with different amplification methods."
